id,Title,label
4303,"테마섹, 셀트리온 주가 급등에 4300억 평가차익",1
3005,"2분기 실적시즌 점검, 정제·석유화학 강세의 이유",1
219,"급한 불 끈 삼성바이오, 경영정상화 난제(종합)",-1
3426,"코스닥, 기관 덕에 하루만에 상승 마감…반기문 테마주 동반 '급락'",0
2951,"코스닥, 외국인 매수세로 상승 출발…650선 회복",1
2246,금감원 감리 대상에 제약·바이오기업 10곳 포함…바이오株 동반 약세,-1
2488,"거래소, 셀트리온 주권 유가증권시장 상장 예정",1
2344,"셀트리온, 셀트리온헬스케어와 1578억 규모 공급계약",1
4088,[주간추천종목]SK증권,0
1210,"코스닥, 상승 반전…개인 '사자'",1
3002,"코스닥, 외국인·개인 매수세에 상승 마감",1
3845,[아듀 2015]코스닥 왕좌는 셀트리온…시총 톱10 '세대교체' 바람도,1
3434,"코스닥, 6거래일만에 670대 회복…지진주 열풍 지속",1
573,셀트리온 ‘램시마’ 일본에서 판매허가 획득,1
1313,"팔자'세 이어가는 외국인, 삼성전자 가장 많이 팔아",-1
2322,"바이오리더스, 넥스트BT 경영권 인수 완료…""제약산업 본격 진출""",1
2999,[8·2대책 후폭풍]외인+기관 매도 폭탄에 지수 2%대 하락…삼성전자 3%↓,-1
3287,"코스닥, 개인·외국인 '사자'에 5거래일째 상승 마감",1
321,100대 그룹 총수일가 지분가치 152조,0
455,"셀트리온 '램시마', 美 론칭 전 특허 분쟁 마침표",1
1111,"외국인, 4주 연속 순매수…반도체 사고 은행 팔고",0
2195,개인·기관 VS 외인 팽팽한 기싸움…코스닥 혼조세,0
3082,"코스닥, 외국인·기관 매도세에 하락 출발…바이오 종목 강세",0
4195,"[특징주]셀트리온, 바이오시밀러 희소식에 '52주 신고가'",1
4295,"코스닥, 나흘만에 약세 620선 아래로…616.57",-1
180,"셀트리온, 유럽종양학회서 '허쥬마' 장기 임상결과 발표",1
3111,"코스닥, 개인 '사자'에 상승세…연중 최고가 경신",1
3016,외국인+기관 동반 순매도…코스닥 650선 하회,-1
3598,[e공시 눈에 띄네]코스닥-11일,0
3347,"코스닥, 中 한류 금지령에 엔터株 동반 급락…610도 내줘",-1
2871,"코스닥, 외국인 매수로 660선 탈환",1
2177,"코스피, 옵션 만기일 관망세로 2450 눈앞서 미끌",-1
1772,[특징주]코스피지수 하락 속 '의약품업종' 강세,0
204,지난해 의약품 수출 5조원 넘어 역대 최대…바이오의약품 약진,1
2482,"코스피, 미국發 충격에 2%대 하락…시총 상위株↓",-1
649,"미래에셋대우, '제26회 기업혁신대상' 대통령상 수상",1
1729,"잘 나가던 코스닥, 다시 800밑으로…왜 떨어졌나",-1
516,"[재계 손톱밑 가시, 대기업 집단]'대기업 족쇄' 최대 100곳으로 늘어난다",-1
2109,코스피 3일째 상승…외인+기관 동반 순매수 2440선 회복,1
423,"셀트리온, 2세 경영 닻 올려…서정진 회장 장남 스킨큐어 대표로",1
598,외인+기관 연말 물량 쓸어담는 “황제 바이오 종목” 20년엔 2000%수직 상승한다!,1
1579,"[특징주]""너무 빠졌나""…바이오주 일제히 반등",1
2970,"코스닥, 650선 강보합…4일째 상승",1
2573,롤러코스터 탄 코스닥…900 찍을까,1
1762,"코스피, 미중 협상 & 남북회담 기대감에 2310선 출발",1
4790,[부고]이기형(셀트리온 이사)씨 모친상,-1
3859,"셀트리온제약, 보통주 1주당 0.03주 배당",1
528,삼성 첫 바이오시밀러 '사실상' 유럽 허가,1
1870,"코스닥, 외국인 매수세에 760선 회복 마감",1
2602,"[2018 업종전망] 바이오·제약, 올해도 코스닥 얼굴마담",1
717,"코스피, 외인 5000억원 팔자에 2100선 '무너져'",-1
1156,"코스피, 외인·기관 쌍끌이에 1%상승…2100선 '눈 앞'",1
4767,"셀트리온, 상반기 영업익 1220억원",1
3449,"코스닥, 外人·기관 동반 매도에 하락 마감",-1
2657,"코스닥, 2% 하락…760선 내줘",-1
1979,"코스닥, 외국인·기관 팔자에 1% 이상 하락",-1
854,코스피 2060선 유지…코스닥도 상승 마감,1
69,오늘 읽어야 할 아경 종합뉴스 Top10,0
3826,코스닥 外人 '사자' 나서며 사흘만에 반등…680선 탈환,1
3629,기관 순매수…코스닥 사흘째 상승,1
2329,코스닥도 동반 추락…850선도 무너져,-1
898,"코스피, 기관 ‘팔자’에 장 초반 2050선 내줘… 코스닥 강보합",-1
722,"코스피, 미·중 불확실성에 '하락'…외인 '팔자'",-1
1423,"주요 그룹 총수 22명, '보유주식' 30%가 금융기관 담보",0
2263,"코스피, 기관과 개인 '팔자'에 장 막판 하락 반전…2440은 사수",-1
93,"[분양시장 봄바람]송도 최고 입지 '롯데몰 송도 캐슬파크', 1만5000여 방문객들로 '인산인해'",1
3711,"유진투자증권, ‘내 보유주식 기 살리기 이벤트’ 실시",1
2883,"코스닥, 개인·외국인 쌍끌이 매수에 650선 회복",1
3263,"코스닥, 1% 반등…트럼프 효과로 제약·바이오 강세",1
1278,"시총상위株, 5년간 113조 몸집 커졌다",1
1858,"코스닥, 외국인 매수에 770선 회복…바이오株 ↑",1
297,"셀트리온, 에이즈치료제 '테믹시스' 美 FDA 승인",1
1882,"코스피, 터키통화 우려로 1% 빠지고 2250대로",0
572,셀트리온 ‘램시마’ 터키에서 판매허가 획득,1
4804,"[2017여성포럼] ""현직자 경험·조언 미래 준비에 도움"" 여대생 대거 참가",1
4634,합정 메세나폴리스 아파트분양 받기 전 100% 꼭 알아야 할 정보!,0
209,"""카카오 클레이튼, 2년 안에 이더리움·이오스 넘어서겠다""",0
2029,"7월 첫 거래일, 장 초반 코스피↓·코스닥↑…STX엔진 '上'",0
1788,"외인 ·기관, 올들어 삼성전자 8兆 순매도",1
2819,"[기업지배구조 대해부]시총 최상위 삼성·SK, 배당은 찔끔",-1
1578,미국發 악재에…코스피 또 주저앉다,-1
4273,"최경수 거래소 이사장, 제2 셀트리온 발굴한다",1
4130,코스피 약세 출발…코스닥 이틀째 상승세,-1
319,"셀트리온 ""3공장 부지 결정 안 돼…국내·외 다각도로 검토""",0
1651,코스피 기관 3000억 '사자'에 상승반전,1
3888,"코스닥, 개인 홀로 매수세…690선 앞두고 혼조",-1
3907,외국인 손길에…코스피 넘은 코스닥,-1
4221,"코스닥지수, 7년3개월 만에 최고치 경신",1
1900,"코스닥, 외인·기관 동반 순매도에 '하락'",-1
2340,"[단독]거래소, 삼성바이오에피스에 '러브콜'…""나스닥 말고 코스닥""",1
1302,"코스피, 엎치락 뒤치락 눈치싸움 장세...0.04%↑",1
252,[인사] 셀트리온그룹,0
1233,"코스피, 외국인 순매수에 오름세… 코스닥 760선 회복",1
3909,"코스닥, 외국인·기관 매수세에…강세",1
3707,"코스닥, 개인 540억원 순매수…0.31% 상승 마감",1
2780,750 넘은 코스닥…거래대금 7조원 육박,1
2850,"코스닥, 개인 순매수 힘입어 5거래일 연속 상승…670 돌파",1
1458,외인 팔자 코스닥 '660'선↓,-1
2699,"[기자칼럼] 바이오 광풍, 지금은 맞고 그땐 틀리다?",0
3788,"코스닥, 외인·개인 줄다리기…680선서 혼조세",0
863,"코스피, 외국인 순매도 전환…2060선으로 '후퇴'",-1
1454,"다가오는 JP모건 헬스케어 컨퍼런스…""누가 참석하나?""",1
853,"코스피, 미·중 무역협상 기대 지속…IT 업종 상승",1
1098,"""땡큐 파월""…코스피 2070선 회복",1
1137,"금리인하 약발에도 힘 못쓴 코스피, 2125선 하락마감…코스닥도 '약세'",-1
3811,코스닥만 올랐다…세계 주요 증시 부진에도 승승장구,1
3814,"코스닥, 외국인 매수…680선 안착",1
3262,"코스닥, 외인·기관 '팔자'에 이틀만에 하락",-1
753,[굿모닝 증시]서서히 나타나는 경기 반등 기대감…코스피 더 갈까?,1
3091,"코스닥, 외국인 '매수'에 상승 마감",1
3463,"코스닥, 外人·기관 동반 '팔자'에 하락반전",-1
1502,셀트리온 덕에 코스닥도 강세…장 중 한때 710선 터치,1
855,세계 최초 신약! “ 3000% ” 셀트리온 능가할 단돈 3천원대 바이오 종목 !,1
4087,올 상반기 코스닥 시총 상위株 절반이 물갈이,0
4338,"코스닥, 반등 하루 만에 하락 마감",-1
2462,"[특징주]셀트리온, 유럽 판매 허가 소식에 오름세",1
2272,"기관이 끌었다…코스피, 4일 만에 2440선 터치",1
2820,"코스닥, 개인 매수세에 상승 출발 '696.93'",1
4760,셀트리온 두번째 바이오시밀러 유럽 허가신청,1
3026,"셀트리온헬스케어, 발행후 만기전 CB 취득",1
2130,북미 정상회담 취소' 충격에도 선방…코스피 2460선 지켰다,0
1809,"코스닥, 개인·외인 매수로 34거래일만 '820' 돌파",1
2725,"코스닥, 막판 반등…0.01% 상승 마감",1
3433,"셀트리온, 1350억 규모 의약품 판매 계약",1
4344,"코스닥, 외국인·기관 쌍끌이···사흘만에 상승마감",1
4730,"""1g에 2억원, 바이오신약의 '황금요람'""…송도 삼성바이오로직스 공장 가보니",1
4623,"쾌적한 해수공원이 눈앞에, 조망권 프리미엄 '송도 아트윈 오피스텔'",1
141,"코스닥 640선 돌파, 외국인 ‘사자’ 행렬…아시아 증시 함께 UP",1
4083,그리스發 충격파‥코스닥 올들어 최대폭 하락 2.3%↓,-1
91,"셀트리온제약, 서정수 신임 대표이사 선임",0
333,"셀트리온, 美 에모리대와 죽상동맥경화증 바이오 신약 개발 나서",1
1428,"1월효과'는커녕…코스피 다시 2000선 붕괴, 코스닥 1.85%↓(종합)",-1
3735,"셀트리온, 항체-링커-약물 결합체 제조방법 관련 특허권 취득",1
4323,대차거래잔고 '50조' 사상최고,-1
3198,주식왕 - 시장의 이슈 “이것“하나면 대응 가능해 月계좌 100%누구나 가능?? 이번에는 방산주 주목,0
1701,외인+기관 동반 순매도…코스피·코스닥 장 초반 동반 ↓,-1
4456,[힘내라 대한민국]벤처 생태계 '미드필더' 코스닥..별(★) 떠야 산다,1
2262,"코스피, 중동 긴장 완화에 美증시 오르자 강보합 속 2450 접근",1
3025,"코스닥, 5거래일 연속 하락 마감",-1
3073,"코스닥, 외국인 매수에 상승 마감…660선 회복",1
1232,"코스피, 외인·기관 순매수에 2210선 마감… 코스닥 3일 연속 상승하며 760선 회복",1
2713,"외국인·기관 동반 순매수, 코스닥 장중 780선…신라젠·메디톡스 등 동반 강세",1
2903,"셀트리온, 770억 규모 트룩시마 판매 계약",1
3402,"코스닥, 개인 vs 외국인·기관 매매공방 속 혼조세",-1
692,16일간 3.3兆 내다판 외국인…언제 멈추나,-1
4073,50대이하 중견그룹 '일감몰아주기' 심각,-1
401,"고한승 ""바이오업계, 오늘의 친구가 내일의 적""",0
1469,"코스피, 외인·기관 순매수에 2070선 회복",1
1287,"셀트리온, 1022억원 규모 바이오시밀러 항체의약품 판매계약",1
1590,"코스피, 기관 매도에 2080선 후퇴…코스닥 1%↓",-1
2606,"코스닥, 1% 하락마감…금융위 정책 실망감?",-1
2690,동력 꺼졌나…급우울해진 코스닥,-1
3557,"코스닥, 외인·기관 '팔자'에 670선으로 털썩",-1
4663,[부고]김형기(셀트리온헬스케어 대표이사)씨 부친상,0
4220,"장 종료 후 ""이 공시 눈에 띄네""(코스닥-8일)",0
55,[최동현의 스톡스톡]성공적 IPO투자를 위한 꿀팁 5가지,0
1828,"[클릭 e종목]""셀트리온헬스케어, 2Q 어닝쇼크…램시마 가격 관건""",-1
4535,"코스닥, 개인·기관 '팔자'…하루만에 ↓",-1
2094,코스피 3일째 상승…외인+기관 동반 순매수 2440선 회복,1
1647,"코스닥 낙폭 확대, 시총 상위주 줄줄이 하락…오후 들어 지수 2%↓",-1
3279,"코스닥, 외인·기관 동반 '팔자'에 하락 마감…'632.87'",-1
3987,"코스닥, 기관·외국인 ‘팔자’ 687.11 마감···대장주 ‘다음카카오’",-1
3022,셀트리온헬스케어 상장 전망 및 전략은?,1
1811,"코스피, 외인·기관 매도에 낙폭 확대…코스닥도 하락반전",-1
404,"셀트리온 美 파트너 화이자, 자체 바이오시밀러 승인…왜?",1
530,"셀트리온, 유럽서 램시마 마케팅 본격화…화이자도 후방지원",1
970,"코스피, 5000억 산 기관 덕 1990 '눈앞'",1
3445,"셀트리온, 독감 치료용 항체 관련 특허권 취득",1
4401,"코스닥, 하루 만에 ↓..외인·기관 '팔자'",-1
2853,촘촘해진 공매도 과열종목 지정제…7일새 16종목 지정,-1
2074,외인 '셀 코리아'에 코스피 '털썩'…3개월만에 '최저',-1
1819,"1조클럽 수익률, 제약·바이오 '압승'",1
2496,셀트리온에 무슨 일이…코스피 이전 앞두고 급락,-1
2002,"코스피, 4거래일 연속 상승 마감…2300선 회복은 실패",1
4313,"[특징주]바이오株, 바이오시밀러 기대감에 동반 '上'",1
2147,코스피 2460선 횡보…미중 무역전쟁 '관망',0
2115,"코스닥, 외국인·기관 '사자'에 880선 회복",1
2533,"KRX300 헤지용' 선물도 출격…""코스닥 활성화 총력""",1
2042,"코스닥, 간신히 830선 방어…희비교차한 바이오株",0
83,"""대기업지정 신화? 족쇄일 뿐""..제도개선 코앞으로",1
1824,"코스닥, 외국인 매도에 하락전환…800선 내주나",-1
1586,"국내 주식 파는 연기금, 불안한 투자자…중·소형주 '팔자'",-1
443,"""회사는 적자 내는데""…수십억 보수 받는 등기임원들",-1
802,11월 터질 제2의 신라젠! “ 3000%” 능가할 단돈 3천원대 바이오 종목 !,1
