Date,label,economics,IT,finance,social,politics
2015-10-22,,0,0,0,1,0
2015-10-23,,0,0,0,0,1
2015-10-23,3.0,1,0,0,0,0
2015-10-23,,0,1,0,0,0
2015-10-23,,0,0,1,0,0
2015-10-23,,0,0,0,1,0
2015-10-26,,0,0,0,0,1
2015-10-26,,1,0,0,0,0
2015-10-26,2.0,0,1,0,0,0
2015-10-26,,0,0,1,0,0
2015-10-26,,0,0,0,1,0
2015-10-27,,0,0,0,0,1
2015-10-27,,1,0,0,0,0
2015-10-27,2.0,0,1,0,0,0
2015-10-27,,0,0,1,0,0
2015-10-27,,0,0,0,1,0
2015-10-28,,0,0,0,0,1
2015-10-28,,1,0,0,0,0
2015-10-28,1.0,0,1,0,0,0
2015-10-28,,0,0,1,0,0
2015-10-28,,0,0,0,1,0
2015-10-29,,0,0,0,0,1
2015-10-29,,1,0,0,0,0
2015-10-29,2.0,0,1,0,0,0
2015-10-29,,0,0,1,0,0
2015-10-29,,0,0,0,1,0
2015-10-30,,0,0,0,0,1
2015-10-30,,1,0,0,0,0
2015-10-30,,0,1,0,0,0
2015-10-30,,0,0,1,0,0
2015-10-30,,0,0,0,1,0
2015-11-02,,0,0,0,0,1
2015-11-02,,1,0,0,0,0
2015-11-02,7.0,0,1,0,0,0
2015-11-02,2.0,0,0,1,0,0
2015-11-02,,0,0,0,1,0
2015-11-03,,0,0,0,0,1
2015-11-03,,1,0,0,0,0
2015-11-03,3.0,0,1,0,0,0
2015-11-03,,0,0,1,0,0
2015-11-03,,0,0,0,1,0
2015-11-04,,0,0,0,0,1
2015-11-04,,1,0,0,0,0
2015-11-04,,0,1,0,0,0
2015-11-04,2.0,0,0,1,0,0
2015-11-04,,0,0,0,1,0
2015-11-05,,0,0,0,0,1
2015-11-05,,1,0,0,0,0
2015-11-05,,0,1,0,0,0
2015-11-05,,0,0,1,0,0
2015-11-05,,0,0,0,1,0
2015-11-06,,0,0,0,0,1
2015-11-06,,1,0,0,0,0
2015-11-06,6.0,0,1,0,0,0
2015-11-06,5.0,0,0,1,0,0
2015-11-06,,0,0,0,1,0
2015-11-09,,0,0,0,0,1
2015-11-09,8.0,1,0,0,0,0
2015-11-09,4.0,0,1,0,0,0
2015-11-09,1.0,0,0,1,0,0
2015-11-09,,0,0,0,1,0
2015-11-10,,0,0,0,0,1
2015-11-10,3.0,1,0,0,0,0
2015-11-10,2.0,0,1,0,0,0
2015-11-10,,0,0,1,0,0
2015-11-10,,0,0,0,1,0
2015-11-11,,0,0,0,0,1
2015-11-11,,1,0,0,0,0
2015-11-11,,0,1,0,0,0
2015-11-11,,0,0,1,0,0
2015-11-11,,0,0,0,1,0
2015-11-12,,0,0,0,0,1
2015-11-12,5.0,1,0,0,0,0
2015-11-12,,0,1,0,0,0
2015-11-12,,0,0,1,0,0
2015-11-12,,0,0,0,1,0
2015-11-13,,0,0,0,0,1
2015-11-13,,1,0,0,0,0
2015-11-13,,0,1,0,0,0
2015-11-13,,0,0,1,0,0
2015-11-13,,0,0,0,1,0
2015-11-16,,0,0,0,0,1
2015-11-16,3.0,1,0,0,0,0
2015-11-16,5.0,0,1,0,0,0
2015-11-16,,0,0,1,0,0
2015-11-16,,0,0,0,1,0
2015-11-17,,0,0,0,0,1
2015-11-17,,1,0,0,0,0
2015-11-17,,0,1,0,0,0
2015-11-17,,0,0,1,0,0
2015-11-17,,0,0,0,1,0
2015-11-18,,0,0,0,0,1
2015-11-18,2.0,1,0,0,0,0
2015-11-18,,0,1,0,0,0
2015-11-18,,0,0,1,0,0
2015-11-18,,0,0,0,1,0
2015-11-19,,0,0,0,0,1
2015-11-19,6.0,1,0,0,0,0
2015-11-19,,0,1,0,0,0
2015-11-19,,0,0,1,0,0
2015-11-19,,0,0,0,1,0
2015-11-20,,0,0,0,0,1
2015-11-20,3.0,1,0,0,0,0
2015-11-20,,0,1,0,0,0
2015-11-20,,0,0,1,0,0
2015-11-20,,0,0,0,1,0
2015-11-23,,0,0,0,0,1
2015-11-23,,1,0,0,0,0
2015-11-23,,0,1,0,0,0
2015-11-23,,0,0,1,0,0
2015-11-23,,0,0,0,1,0
2015-11-24,,0,0,0,0,1
2015-11-24,,1,0,0,0,0
2015-11-24,,0,1,0,0,0
2015-11-24,,0,0,1,0,0
2015-11-24,,0,0,0,1,0
2015-11-25,,0,0,0,0,1
2015-11-25,,1,0,0,0,0
2015-11-25,3.0,0,1,0,0,0
2015-11-25,,0,0,1,0,0
2015-11-25,,0,0,0,1,0
2015-11-26,,0,0,0,0,1
2015-11-26,,1,0,0,0,0
2015-11-26,3.0,0,1,0,0,0
2015-11-26,,0,0,1,0,0
2015-11-26,,0,0,0,1,0
2015-11-27,,0,0,0,0,1
2015-11-27,3.0,1,0,0,0,0
2015-11-27,,0,1,0,0,0
2015-11-27,2.0,0,0,1,0,0
2015-11-27,,0,0,0,1,0
2015-11-30,,0,0,0,0,1
2015-11-30,5.0,1,0,0,0,0
2015-11-30,,0,1,0,0,0
2015-11-30,3.0,0,0,1,0,0
2015-11-30,,0,0,0,1,0
2015-12-01,,0,0,0,0,1
2015-12-01,3.0,1,0,0,0,0
2015-12-01,,0,1,0,0,0
2015-12-01,,0,0,1,0,0
2015-12-01,,0,0,0,1,0
2015-12-02,,0,0,0,0,1
2015-12-02,3.0,1,0,0,0,0
2015-12-02,,0,1,0,0,0
2015-12-02,,0,0,1,0,0
2015-12-02,,0,0,0,1,0
2015-12-03,,0,0,0,0,1
2015-12-03,3.0,1,0,0,0,0
2015-12-03,,0,1,0,0,0
2015-12-03,,0,0,1,0,0
2015-12-03,,0,0,0,1,0
2015-12-04,,0,0,0,0,1
2015-12-04,,1,0,0,0,0
2015-12-04,,0,1,0,0,0
2015-12-04,,0,0,1,0,0
2015-12-04,,0,0,0,1,0
2015-12-07,,0,0,0,0,1
2015-12-07,,1,0,0,0,0
2015-12-07,2.0,0,1,0,0,0
2015-12-07,,0,0,1,0,0
2015-12-07,,0,0,0,1,0
2015-12-08,,0,0,0,0,1
2015-12-08,3.0,1,0,0,0,0
2015-12-08,,0,1,0,0,0
2015-12-08,,0,0,1,0,0
2015-12-08,,0,0,0,1,0
2015-12-09,,0,0,0,0,1
2015-12-09,3.0,1,0,0,0,0
2015-12-09,2.0,0,1,0,0,0
2015-12-09,2.0,0,0,1,0,0
2015-12-09,,0,0,0,1,0
2015-12-10,,0,0,0,0,1
2015-12-10,3.0,1,0,0,0,0
2015-12-10,,0,1,0,0,0
2015-12-10,,0,0,1,0,0
2015-12-10,,0,0,0,1,0
2015-12-11,,0,0,0,0,1
2015-12-11,5.0,1,0,0,0,0
2015-12-11,,0,1,0,0,0
2015-12-11,,0,0,1,0,0
2015-12-11,,0,0,0,1,0
2015-12-14,,0,0,0,0,1
2015-12-14,,1,0,0,0,0
2015-12-14,4.0,0,1,0,0,0
2015-12-14,,0,0,1,0,0
2015-12-14,,0,0,0,1,0
2015-12-15,,0,0,0,0,1
2015-12-15,,1,0,0,0,0
2015-12-15,2.0,0,1,0,0,0
2015-12-15,1.0,0,0,1,0,0
2015-12-15,,0,0,0,1,0
2015-12-16,,0,0,0,0,1
2015-12-16,3.0,1,0,0,0,0
2015-12-16,,0,1,0,0,0
2015-12-16,,0,0,1,0,0
2015-12-16,,0,0,0,1,0
2015-12-17,,0,0,0,0,1
2015-12-17,2.0,1,0,0,0,0
2015-12-17,,0,1,0,0,0
2015-12-17,,0,0,1,0,0
2015-12-17,,0,0,0,1,0
2015-12-18,,0,0,0,0,1
2015-12-18,2.0,1,0,0,0,0
2015-12-18,2.0,0,1,0,0,0
2015-12-18,,0,0,1,0,0
2015-12-18,,0,0,0,1,0
2015-12-21,,0,0,0,0,1
2015-12-21,3.0,1,0,0,0,0
2015-12-21,,0,1,0,0,0
2015-12-21,,0,0,1,0,0
2015-12-21,,0,0,0,1,0
2015-12-22,,0,0,0,0,1
2015-12-22,8.0,1,0,0,0,0
2015-12-22,,0,1,0,0,0
2015-12-22,3.0,0,0,1,0,0
2015-12-22,2.0,0,0,0,1,0
2015-12-23,3.0,0,0,0,0,1
2015-12-23,2.0,1,0,0,0,0
2015-12-23,,0,1,0,0,0
2015-12-23,,0,0,1,0,0
2015-12-23,,0,0,0,1,0
2015-12-24,,0,0,0,0,1
2015-12-24,6.0,1,0,0,0,0
2015-12-24,,0,1,0,0,0
2015-12-24,,0,0,1,0,0
2015-12-24,,0,0,0,1,0
2015-12-28,,0,0,0,0,1
2015-12-28,7.0,1,0,0,0,0
2015-12-28,2.0,0,1,0,0,0
2015-12-28,,0,0,1,0,0
2015-12-28,,0,0,0,1,0
2015-12-29,,0,0,0,0,1
2015-12-29,,1,0,0,0,0
2015-12-29,,0,1,0,0,0
2015-12-29,3.0,0,0,1,0,0
2015-12-29,,0,0,0,1,0
2015-12-30,,0,0,0,0,1
2015-12-30,3.0,1,0,0,0,0
2015-12-30,,0,1,0,0,0
2015-12-30,,0,0,1,0,0
2015-12-30,,0,0,0,1,0
2016-01-04,,0,0,0,0,1
2016-01-04,2.0,1,0,0,0,0
2016-01-04,,0,1,0,0,0
2016-01-04,3.0,0,0,1,0,0
2016-01-04,,0,0,0,1,0
2016-01-05,,0,0,0,0,1
2016-01-05,,1,0,0,0,0
2016-01-05,,0,1,0,0,0
2016-01-05,,0,0,1,0,0
2016-01-05,,0,0,0,1,0
2016-01-06,,0,0,0,0,1
2016-01-06,,1,0,0,0,0
2016-01-06,,0,1,0,0,0
2016-01-06,2.0,0,0,1,0,0
2016-01-06,,0,0,0,1,0
2016-01-07,,0,0,0,0,1
2016-01-07,5.0,1,0,0,0,0
2016-01-07,,0,1,0,0,0
2016-01-07,3.0,0,0,1,0,0
2016-01-07,,0,0,0,1,0
2016-01-08,,0,0,0,0,1
2016-01-08,4.0,1,0,0,0,0
2016-01-08,2.0,0,1,0,0,0
2016-01-08,,0,0,1,0,0
2016-01-08,,0,0,0,1,0
2016-01-11,,0,0,0,0,1
2016-01-11,6.0,1,0,0,0,0
2016-01-11,,0,1,0,0,0
2016-01-11,,0,0,1,0,0
2016-01-11,,0,0,0,1,0
2016-01-12,,0,0,0,0,1
2016-01-12,,1,0,0,0,0
2016-01-12,,0,1,0,0,0
2016-01-12,3.0,0,0,1,0,0
2016-01-12,,0,0,0,1,0
2016-01-13,,0,0,0,0,1
2016-01-13,,1,0,0,0,0
2016-01-13,3.0,0,1,0,0,0
2016-01-13,,0,0,1,0,0
2016-01-13,,0,0,0,1,0
2016-01-14,,0,0,0,0,1
2016-01-14,,1,0,0,0,0
2016-01-14,2.0,0,1,0,0,0
2016-01-14,5.0,0,0,1,0,0
2016-01-14,,0,0,0,1,0
2016-01-15,,0,0,0,0,1
2016-01-15,,1,0,0,0,0
2016-01-15,3.0,0,1,0,0,0
2016-01-15,,0,0,1,0,0
2016-01-15,,0,0,0,1,0
2016-01-18,,0,0,0,0,1
2016-01-18,,1,0,0,0,0
2016-01-18,7.0,0,1,0,0,0
2016-01-18,,0,0,1,0,0
2016-01-18,,0,0,0,1,0
2016-01-19,,0,0,0,0,1
2016-01-19,5.0,1,0,0,0,0
2016-01-19,2.0,0,1,0,0,0
2016-01-19,,0,0,1,0,0
2016-01-19,,0,0,0,1,0
2016-01-20,,0,0,0,0,1
2016-01-20,,1,0,0,0,0
2016-01-20,,0,1,0,0,0
2016-01-20,,0,0,1,0,0
2016-01-20,,0,0,0,1,0
2016-01-21,,0,0,0,0,1
2016-01-21,4.0,1,0,0,0,0
2016-01-21,,0,1,0,0,0
2016-01-21,,0,0,1,0,0
2016-01-21,,0,0,0,1,0
2016-01-22,,0,0,0,0,1
2016-01-22,,1,0,0,0,0
2016-01-22,,0,1,0,0,0
2016-01-22,,0,0,1,0,0
2016-01-22,,0,0,0,1,0
2016-01-25,,0,0,0,0,1
2016-01-25,8.0,1,0,0,0,0
2016-01-25,,0,1,0,0,0
2016-01-25,,0,0,1,0,0
2016-01-25,,0,0,0,1,0
2016-01-26,,0,0,0,0,1
2016-01-26,,1,0,0,0,0
2016-01-26,,0,1,0,0,0
2016-01-26,,0,0,1,0,0
2016-01-26,,0,0,0,1,0
2016-01-27,,0,0,0,0,1
2016-01-27,3.0,1,0,0,0,0
2016-01-27,,0,1,0,0,0
2016-01-27,,0,0,1,0,0
2016-01-27,,0,0,0,1,0
2016-01-28,,0,0,0,0,1
2016-01-28,7.0,1,0,0,0,0
2016-01-28,,0,1,0,0,0
2016-01-28,,0,0,1,0,0
2016-01-28,,0,0,0,1,0
2016-01-29,,0,0,0,0,1
2016-01-29,3.0,1,0,0,0,0
2016-01-29,,0,1,0,0,0
2016-01-29,,0,0,1,0,0
2016-01-29,,0,0,0,1,0
2016-02-01,,0,0,0,0,1
2016-02-01,3.0,1,0,0,0,0
2016-02-01,,0,1,0,0,0
2016-02-01,,0,0,1,0,0
2016-02-01,,0,0,0,1,0
2016-02-02,,0,0,0,0,1
2016-02-02,,1,0,0,0,0
2016-02-02,,0,1,0,0,0
2016-02-02,,0,0,1,0,0
2016-02-02,,0,0,0,1,0
2016-02-03,,0,0,0,0,1
2016-02-03,8.0,1,0,0,0,0
2016-02-03,,0,1,0,0,0
2016-02-03,,0,0,1,0,0
2016-02-03,,0,0,0,1,0
2016-02-04,,0,0,0,0,1
2016-02-04,6.0,1,0,0,0,0
2016-02-04,,0,1,0,0,0
2016-02-04,3.0,0,0,1,0,0
2016-02-04,,0,0,0,1,0
2016-02-05,,0,0,0,0,1
2016-02-05,2.0,1,0,0,0,0
2016-02-05,,0,1,0,0,0
2016-02-05,2.0,0,0,1,0,0
2016-02-05,,0,0,0,1,0
2016-02-11,,0,0,0,0,1
2016-02-11,5.0,1,0,0,0,0
2016-02-11,,0,1,0,0,0
2016-02-11,,0,0,1,0,0
2016-02-11,,0,0,0,1,0
2016-02-12,,0,0,0,0,1
2016-02-12,7.0,1,0,0,0,0
2016-02-12,,0,1,0,0,0
2016-02-12,,0,0,1,0,0
2016-02-12,,0,0,0,1,0
2016-02-15,,0,0,0,0,1
2016-02-15,,1,0,0,0,0
2016-02-15,,0,1,0,0,0
2016-02-15,,0,0,1,0,0
2016-02-15,,0,0,0,1,0
2016-02-16,,0,0,0,0,1
2016-02-16,,1,0,0,0,0
2016-02-16,,0,1,0,0,0
2016-02-16,,0,0,1,0,0
2016-02-16,,0,0,0,1,0
2016-02-17,,0,0,0,0,1
2016-02-17,3.0,1,0,0,0,0
2016-02-17,,0,1,0,0,0
2016-02-17,,0,0,1,0,0
2016-02-17,,0,0,0,1,0
2016-02-18,,0,0,0,0,1
2016-02-18,,1,0,0,0,0
2016-02-18,,0,1,0,0,0
2016-02-18,,0,0,1,0,0
2016-02-18,,0,0,0,1,0
2016-02-19,,0,0,0,0,1
2016-02-19,,1,0,0,0,0
2016-02-19,,0,1,0,0,0
2016-02-19,,0,0,1,0,0
2016-02-19,,0,0,0,1,0
2016-02-22,,0,0,0,0,1
2016-02-22,3.0,1,0,0,0,0
2016-02-22,,0,1,0,0,0
2016-02-22,,0,0,1,0,0
2016-02-22,,0,0,0,1,0
2016-02-23,,0,0,0,0,1
2016-02-23,,1,0,0,0,0
2016-02-23,,0,1,0,0,0
2016-02-23,,0,0,1,0,0
2016-02-23,,0,0,0,1,0
2016-02-24,,0,0,0,0,1
2016-02-24,3.0,1,0,0,0,0
2016-02-24,2.0,0,1,0,0,0
2016-02-24,,0,0,1,0,0
2016-02-24,,0,0,0,1,0
2016-02-25,,0,0,0,0,1
2016-02-25,3.0,1,0,0,0,0
2016-02-25,,0,1,0,0,0
2016-02-25,,0,0,1,0,0
2016-02-25,,0,0,0,1,0
2016-02-26,,0,0,0,0,1
2016-02-26,,1,0,0,0,0
2016-02-26,,0,1,0,0,0
2016-02-26,,0,0,1,0,0
2016-02-26,,0,0,0,1,0
2016-02-29,,0,0,0,0,1
2016-02-29,2.0,1,0,0,0,0
2016-02-29,4.0,0,1,0,0,0
2016-02-29,,0,0,1,0,0
2016-02-29,,0,0,0,1,0
2016-03-02,,0,0,0,0,1
2016-03-02,6.0,1,0,0,0,0
2016-03-02,,0,1,0,0,0
2016-03-02,2.0,0,0,1,0,0
2016-03-02,,0,0,0,1,0
2016-03-03,,0,0,0,0,1
2016-03-03,,1,0,0,0,0
2016-03-03,,0,1,0,0,0
2016-03-03,,0,0,1,0,0
2016-03-03,,0,0,0,1,0
2016-03-04,,0,0,0,0,1
2016-03-04,,1,0,0,0,0
2016-03-04,,0,1,0,0,0
2016-03-04,,0,0,1,0,0
2016-03-04,,0,0,0,1,0
2016-03-07,,0,0,0,0,1
2016-03-07,10.0,1,0,0,0,0
2016-03-07,,0,1,0,0,0
2016-03-07,,0,0,1,0,0
2016-03-07,,0,0,0,1,0
2016-03-08,,0,0,0,0,1
2016-03-08,,1,0,0,0,0
2016-03-08,,0,1,0,0,0
2016-03-08,,0,0,1,0,0
2016-03-08,,0,0,0,1,0
2016-03-09,,0,0,0,0,1
2016-03-09,3.0,1,0,0,0,0
2016-03-09,,0,1,0,0,0
2016-03-09,,0,0,1,0,0
2016-03-09,,0,0,0,1,0
2016-03-10,,0,0,0,0,1
2016-03-10,6.0,1,0,0,0,0
2016-03-10,,0,1,0,0,0
2016-03-10,,0,0,1,0,0
2016-03-10,,0,0,0,1,0
2016-03-11,,0,0,0,0,1
2016-03-11,5.0,1,0,0,0,0
2016-03-11,,0,1,0,0,0
2016-03-11,,0,0,1,0,0
2016-03-11,,0,0,0,1,0
2016-03-14,,0,0,0,0,1
2016-03-14,,1,0,0,0,0
2016-03-14,3.0,0,1,0,0,0
2016-03-14,,0,0,1,0,0
2016-03-14,,0,0,0,1,0
2016-03-15,,0,0,0,0,1
2016-03-15,,1,0,0,0,0
2016-03-15,3.0,0,1,0,0,0
2016-03-15,,0,0,1,0,0
2016-03-15,,0,0,0,1,0
2016-03-16,,0,0,0,0,1
2016-03-16,,1,0,0,0,0
2016-03-16,2.0,0,1,0,0,0
2016-03-16,,0,0,1,0,0
2016-03-16,,0,0,0,1,0
2016-03-17,,0,0,0,0,1
2016-03-17,,1,0,0,0,0
2016-03-17,,0,1,0,0,0
2016-03-17,,0,0,1,0,0
2016-03-17,,0,0,0,1,0
2016-03-18,,0,0,0,0,1
2016-03-18,,1,0,0,0,0
2016-03-18,9.0,0,1,0,0,0
2016-03-18,2.0,0,0,1,0,0
2016-03-18,,0,0,0,1,0
2016-03-21,,0,0,0,0,1
2016-03-21,,1,0,0,0,0
2016-03-21,7.0,0,1,0,0,0
2016-03-21,5.0,0,0,1,0,0
2016-03-21,,0,0,0,1,0
2016-03-22,,0,0,0,0,1
2016-03-22,,1,0,0,0,0
2016-03-22,3.0,0,1,0,0,0
2016-03-22,,0,0,1,0,0
2016-03-22,,0,0,0,1,0
2016-03-23,,0,0,0,0,1
2016-03-23,,1,0,0,0,0
2016-03-23,3.0,0,1,0,0,0
2016-03-23,,0,0,1,0,0
2016-03-23,,0,0,0,1,0
2016-03-24,,0,0,0,0,1
2016-03-24,,1,0,0,0,0
2016-03-24,3.0,0,1,0,0,0
2016-03-24,1.0,0,0,1,0,0
2016-03-24,,0,0,0,1,0
2016-03-25,,0,0,0,0,1
2016-03-25,,1,0,0,0,0
2016-03-25,7.0,0,1,0,0,0
2016-03-25,,0,0,1,0,0
2016-03-25,2.0,0,0,0,1,0
2016-03-28,,0,0,0,0,1
2016-03-28,,1,0,0,0,0
2016-03-28,7.0,0,1,0,0,0
2016-03-28,,0,0,1,0,0
2016-03-28,,0,0,0,1,0
2016-03-29,,0,0,0,0,1
2016-03-29,,1,0,0,0,0
2016-03-29,3.0,0,1,0,0,0
2016-03-29,,0,0,1,0,0
2016-03-29,,0,0,0,1,0
2016-03-30,,0,0,0,0,1
2016-03-30,,1,0,0,0,0
2016-03-30,3.0,0,1,0,0,0
2016-03-30,,0,0,1,0,0
2016-03-30,,0,0,0,1,0
2016-03-31,,0,0,0,0,1
2016-03-31,3.0,1,0,0,0,0
2016-03-31,,0,1,0,0,0
2016-03-31,,0,0,1,0,0
2016-03-31,,0,0,0,1,0
2016-04-01,,0,0,0,0,1
2016-04-01,,1,0,0,0,0
2016-04-01,,0,1,0,0,0
2016-04-01,,0,0,1,0,0
2016-04-01,,0,0,0,1,0
2016-04-04,,0,0,0,0,1
2016-04-04,2.0,1,0,0,0,0
2016-04-04,,0,1,0,0,0
2016-04-04,1.0,0,0,1,0,0
2016-04-04,,0,0,0,1,0
2016-04-05,,0,0,0,0,1
2016-04-05,3.0,1,0,0,0,0
2016-04-05,,0,1,0,0,0
2016-04-05,,0,0,1,0,0
2016-04-05,,0,0,0,1,0
2016-04-06,,0,0,0,0,1
2016-04-06,,1,0,0,0,0
2016-04-06,,0,1,0,0,0
2016-04-06,,0,0,1,0,0
2016-04-06,,0,0,0,1,0
2016-04-07,,0,0,0,0,1
2016-04-07,2.0,1,0,0,0,0
2016-04-07,,0,1,0,0,0
2016-04-07,,0,0,1,0,0
2016-04-07,,0,0,0,1,0
2016-04-08,,0,0,0,0,1
2016-04-08,7.0,1,0,0,0,0
2016-04-08,,0,1,0,0,0
2016-04-08,,0,0,1,0,0
2016-04-08,,0,0,0,1,0
2016-04-11,,0,0,0,0,1
2016-04-11,8.0,1,0,0,0,0
2016-04-11,3.0,0,1,0,0,0
2016-04-11,1.0,0,0,1,0,0
2016-04-11,,0,0,0,1,0
2016-04-12,,0,0,0,0,1
2016-04-12,3.0,1,0,0,0,0
2016-04-12,,0,1,0,0,0
2016-04-12,,0,0,1,0,0
2016-04-12,,0,0,0,1,0
2016-04-14,,0,0,0,0,1
2016-04-14,6.0,1,0,0,0,0
2016-04-14,,0,1,0,0,0
2016-04-14,,0,0,1,0,0
2016-04-14,,0,0,0,1,0
2016-04-15,,0,0,0,0,1
2016-04-15,3.0,1,0,0,0,0
2016-04-15,,0,1,0,0,0
2016-04-15,2.0,0,0,1,0,0
2016-04-15,2.0,0,0,0,1,0
2016-04-18,,0,0,0,0,1
2016-04-18,8.0,1,0,0,0,0
2016-04-18,,0,1,0,0,0
2016-04-18,2.0,0,0,1,0,0
2016-04-18,,0,0,0,1,0
2016-04-19,,0,0,0,0,1
2016-04-19,2.0,1,0,0,0,0
2016-04-19,,0,1,0,0,0
2016-04-19,,0,0,1,0,0
2016-04-19,,0,0,0,1,0
2016-04-20,,0,0,0,0,1
2016-04-20,2.0,1,0,0,0,0
2016-04-20,2.0,0,1,0,0,0
2016-04-20,,0,0,1,0,0
2016-04-20,,0,0,0,1,0
2016-04-21,,0,0,0,0,1
2016-04-21,3.0,1,0,0,0,0
2016-04-21,2.0,0,1,0,0,0
2016-04-21,,0,0,1,0,0
2016-04-21,,0,0,0,1,0
2016-04-22,,0,0,0,0,1
2016-04-22,,1,0,0,0,0
2016-04-22,,0,1,0,0,0
2016-04-22,,0,0,1,0,0
2016-04-22,,0,0,0,1,0
2016-04-25,,0,0,0,0,1
2016-04-25,10.0,1,0,0,0,0
2016-04-25,,0,1,0,0,0
2016-04-25,,0,0,1,0,0
2016-04-25,,0,0,0,1,0
2016-04-26,,0,0,0,0,1
2016-04-26,3.0,1,0,0,0,0
2016-04-26,2.0,0,1,0,0,0
2016-04-26,,0,0,1,0,0
2016-04-26,,0,0,0,1,0
2016-04-27,,0,0,0,0,1
2016-04-27,3.0,1,0,0,0,0
2016-04-27,2.0,0,1,0,0,0
2016-04-27,,0,0,1,0,0
2016-04-27,,0,0,0,1,0
2016-04-28,,0,0,0,0,1
2016-04-28,13.0,1,0,0,0,0
2016-04-28,2.0,0,1,0,0,0
2016-04-28,,0,0,1,0,0
2016-04-28,,0,0,0,1,0
2016-04-29,,0,0,0,0,1
2016-04-29,5.0,1,0,0,0,0
2016-04-29,,0,1,0,0,0
2016-04-29,,0,0,1,0,0
2016-04-29,,0,0,0,1,0
2016-05-02,,0,0,0,0,1
2016-05-02,2.0,1,0,0,0,0
2016-05-02,,0,1,0,0,0
2016-05-02,,0,0,1,0,0
2016-05-02,,0,0,0,1,0
2016-05-03,,0,0,0,0,1
2016-05-03,3.0,1,0,0,0,0
2016-05-03,,0,1,0,0,0
2016-05-03,,0,0,1,0,0
2016-05-03,,0,0,0,1,0
2016-05-04,,0,0,0,0,1
2016-05-04,3.0,1,0,0,0,0
2016-05-04,,0,1,0,0,0
2016-05-04,,0,0,1,0,0
2016-05-04,,0,0,0,1,0
2016-05-09,,0,0,0,0,1
2016-05-09,12.0,1,0,0,0,0
2016-05-09,,0,1,0,0,0
2016-05-09,,0,0,1,0,0
2016-05-09,,0,0,0,1,0
2016-05-10,,0,0,0,0,1
2016-05-10,3.0,1,0,0,0,0
2016-05-10,,0,1,0,0,0
2016-05-10,3.0,0,0,1,0,0
2016-05-10,,0,0,0,1,0
2016-05-11,,0,0,0,0,1
2016-05-11,,1,0,0,0,0
2016-05-11,,0,1,0,0,0
2016-05-11,,0,0,1,0,0
2016-05-11,,0,0,0,1,0
2016-05-12,,0,0,0,0,1
2016-05-12,5.0,1,0,0,0,0
2016-05-12,,0,1,0,0,0
2016-05-12,,0,0,1,0,0
2016-05-12,,0,0,0,1,0
2016-05-13,,0,0,0,0,1
2016-05-13,3.0,1,0,0,0,0
2016-05-13,,0,1,0,0,0
2016-05-13,,0,0,1,0,0
2016-05-13,,0,0,0,1,0
2016-05-16,,0,0,0,0,1
2016-05-16,5.0,1,0,0,0,0
2016-05-16,,0,1,0,0,0
2016-05-16,,0,0,1,0,0
2016-05-16,,0,0,0,1,0
2016-05-17,,0,0,0,0,1
2016-05-17,3.0,1,0,0,0,0
2016-05-17,2.0,0,1,0,0,0
2016-05-17,,0,0,1,0,0
2016-05-17,,0,0,0,1,0
2016-05-18,,0,0,0,0,1
2016-05-18,,1,0,0,0,0
2016-05-18,,0,1,0,0,0
2016-05-18,3.0,0,0,1,0,0
2016-05-18,,0,0,0,1,0
2016-05-19,,0,0,0,0,1
2016-05-19,3.0,1,0,0,0,0
2016-05-19,,0,1,0,0,0
2016-05-19,,0,0,1,0,0
2016-05-19,,0,0,0,1,0
2016-05-20,,0,0,0,0,1
2016-05-20,,1,0,0,0,0
2016-05-20,,0,1,0,0,0
2016-05-20,,0,0,1,0,0
2016-05-20,,0,0,0,1,0
2016-05-23,,0,0,0,0,1
2016-05-23,7.0,1,0,0,0,0
2016-05-23,,0,1,0,0,0
2016-05-23,,0,0,1,0,0
2016-05-23,,0,0,0,1,0
2016-05-24,,0,0,0,0,1
2016-05-24,1.0,1,0,0,0,0
2016-05-24,,0,1,0,0,0
2016-05-24,3.0,0,0,1,0,0
2016-05-24,,0,0,0,1,0
2016-05-25,,0,0,0,0,1
2016-05-25,5.0,1,0,0,0,0
2016-05-25,,0,1,0,0,0
2016-05-25,6.0,0,0,1,0,0
2016-05-25,,0,0,0,1,0
2016-05-26,,0,0,0,0,1
2016-05-26,,1,0,0,0,0
2016-05-26,,0,1,0,0,0
2016-05-26,,0,0,1,0,0
2016-05-26,,0,0,0,1,0
2016-05-27,,0,0,0,0,1
2016-05-27,,1,0,0,0,0
2016-05-27,,0,1,0,0,0
2016-05-27,,0,0,1,0,0
2016-05-27,,0,0,0,1,0
2016-05-30,,0,0,0,0,1
2016-05-30,3.0,1,0,0,0,0
2016-05-30,,0,1,0,0,0
2016-05-30,4.0,0,0,1,0,0
2016-05-30,,0,0,0,1,0
2016-05-31,,0,0,0,0,1
2016-05-31,3.0,1,0,0,0,0
2016-05-31,,0,1,0,0,0
2016-05-31,,0,0,1,0,0
2016-05-31,,0,0,0,1,0
2016-06-01,,0,0,0,0,1
2016-06-01,3.0,1,0,0,0,0
2016-06-01,,0,1,0,0,0
2016-06-01,,0,0,1,0,0
2016-06-01,,0,0,0,1,0
2016-06-02,,0,0,0,0,1
2016-06-02,,1,0,0,0,0
2016-06-02,,0,1,0,0,0
