,Unnamed: 0,Title,Date,Category
0,1020,"올해 반도체 수출 3년 만에 최저, 수출 비중 17%로 하락",2019.12.31,4.0
1,3320,"개미는 올해도 슬프다…순매수 톱10, 상승 종목 '0'",2019.12.31,5.0
2,3335,"개미는 올해도 슬프다…순매수 톱10, 상승 종목 '0'",2019.12.31,5.0
3,7901,"한라, 용인역삼 지역주택조합 공사 수주…2109억 규모",2019.12.31,6.0
4,3339,올해 증시 폐장일 코스피 2200선 혼조...코스닥 강보합,2019.12.30,5.0
5,3324,올해 증시 폐장일 코스피 2200선 혼조...코스닥 강보합,2019.12.30,5.0
6,3323,"'시총 톱10' 지킨 종목 절반 불과…""변동성 커진 탓""",2019.12.30,5.0
7,3322,최고가 SK하이닉스 ‘더 뛴다’,2019.12.30,5.0
8,3321,"코스피, 외국인 매도에 하락 마감...2200선 붕괴",2019.12.30,5.0
9,3336,"코스피, 외국인 매도에 하락 마감...2200선 붕괴",2019.12.30,5.0
10,3337,최고가 SK하이닉스 ‘더 뛴다’,2019.12.30,5.0
11,3338,"'시총 톱10' 지킨 종목 절반 불과…""변동성 커진 탓""",2019.12.30,5.0
12,1021,[미리보는 CES2020] AI 가전·도심형 모빌리티‥'기술의 향연',2019.12.30,4.0
13,1022,"SK그룹, CES서 모빌리티 기술 전시‥주요 경영진 총출동",2019.12.29,4.0
14,1023,"고사양 그래픽 D램, 메모리 가격 상승 이끈다",2019.12.28,4.0
15,3340,"코스피, 배당락에도 2200선 상승 마감…코스닥 1%대 상승",2019.12.27,5.0
16,3341,"오션브릿지, SK하이닉스와 30억 규모 공급계약 체결",2019.12.27,5.0
17,3342,부실사업 걷어낸 삼성전기 ‘껑충’,2019.12.27,5.0
18,1024,최태원의 '2030 사회적 가치'‥개인·사회·환경 품는다,2019.12.27,4.0
19,3325,"코스피, 배당락에도 2200선 상승 마감…코스닥 1%대 상승",2019.12.27,5.0
20,3326,"오션브릿지, SK하이닉스와 30억 규모 공급계약 체결",2019.12.27,5.0
21,3327,부실사업 걷어낸 삼성전기 ‘껑충’,2019.12.27,5.0
22,3328,"코스피, 배당 막차타기로 상승 마감…2190선 마감",2019.12.26,5.0
23,3343,"코스피, 배당 막차타기로 상승 마감…2190선 마감",2019.12.26,5.0
24,3344,"숨 고르는 코스피, 2180선대로 하락…코스닥은 1%가까이 반등",2019.12.26,5.0
25,3331,"[클릭 e종목]""테스, 단기 실적 바닥통과…2020년 회복 기대""",2019.12.26,5.0
26,3329,"숨 고르는 코스피, 2180선대로 하락…코스닥은 1%가까이 반등",2019.12.26,5.0
27,3345,"키움증권, 조기상환형 ELS 3종 청약 진행",2019.12.26,5.0
28,3346,"[클릭 e종목]""테스, 단기 실적 바닥통과…2020년 회복 기대""",2019.12.26,5.0
29,3330,"키움증권, 조기상환형 ELS 3종 청약 진행",2019.12.26,5.0
30,1025,"대기업들, 매출 감소에도 R&D 투자금액 4조원 늘려",2019.12.25,4.0
31,7902,SK하이닉스 '용인 반도체 클러스터' 내년 산단 지정된다(종합),2019.12.24,6.0
32,3348,코스피 2200 아래로 떨어져…'숨고르기' 국면,2019.12.24,5.0
33,3349,코스피 2200선에서 개장…박스권 내 등락,2019.12.24,5.0
34,112,SK하이닉스 '용인 반도체 클러스터' 내년 산단 지정된다(종합),2019.12.24,3.0
35,3347,코스피 2200선 무너진채 마감…전일 대비 13P 하락,2019.12.24,5.0
36,1026,SK하이닉스 '용인 반도체 클러스터' 내년 산단 지정된다(종합),2019.12.24,4.0
37,3334,코스피 2200선에서 개장…박스권 내 등락,2019.12.24,5.0
38,3333,코스피 2200 아래로 떨어져…'숨고르기' 국면,2019.12.24,5.0
39,3332,코스피 2200선 무너진채 마감…전일 대비 13P 하락,2019.12.24,5.0
40,7903,"용인에 SK하이닉스 반도체클러스터…국토부, 내년 산단 지정계획 확정",2019.12.24,6.0
41,3352,"[클릭 e종목]""SK하이닉스, DRAM 가격 반등 예상...목표가 2만원 상향""",2019.12.23,5.0
42,3351,코스피 2200선 유지하며 개장… 박스권 내 등락 나타나,2019.12.23,5.0
43,3350,"코스피, 개인 매도 행렬에 하락 마감...2200선 턱걸이",2019.12.23,5.0
44,1027,"SK하이닉스, 특허발명 재직 연구원에 상금 수여",2019.12.23,4.0
45,3353,"외국인, 2주 연속 순매수 지속…반도체 9000억 사들여",2019.12.22,5.0
46,3355,코스피 2200선 회복하며 개장…코스닥도 650선까지 올라,2019.12.20,5.0
47,3354,2200선 회복으로 장 마감…코스닥은 650선 턱밑,2019.12.20,5.0
48,3356,"[클릭 e종목]""SK하이닉스, D램 가격 반등에 내년 호실적 전망""",2019.12.20,5.0
49,1028,車·통신·중공업까지…CES 총출동하는 CEO,2019.12.20,4.0
50,1029,"SK하이닉스, 10나노급 LPDDR4 환경성적표지 인증",2019.12.20,4.0
51,3357,코스피 2190선 유지…코스닥은 하락세,2019.12.19,5.0
52,3361,코스피 2200선 회복…코스닥도 동반 상승,2019.12.19,5.0
53,3360,12월 '인버스' 담은 개인…코스피 2200선 올라도 우울,2019.12.19,5.0
54,3359,"2020년 코스피 2400 치솟아도…""시장이긴 유일무기, 퀄리티투자 계속뜬다""",2019.12.19,5.0
55,3358,개인·기관 매도세에 코스피 하락반전…2190선으로 떨어져,2019.12.19,5.0
56,1030,"최태원 회장 '행복토크' 100회 완주…""구성원 행복뿐 아니라 사회의 지속가능성도 함께 키워야""",2019.12.19,4.0
57,3367,"엔지스테크널러지, 멜콘 경영권 인수…""신성장 동력 확보""",2019.12.18,5.0
58,3366,"키움증권, 삼성전자와 SK하이닉스 주가 연계 ELS 출시",2019.12.18,5.0
59,3364,"""HOT"" 반도체 상승 랠리 '시동' 걸었다, 수익률 폭발할 종목은?",2019.12.18,5.0
60,3363,돌아온 외국인 반도체株 싹쓸이…삼성전자·SK하이닉스만 담았다,2019.12.18,5.0
61,3362,삼성 ‘반도체+바이오’ 투자 수혜! 美 FDA 임상2상 임박!,2019.12.18,5.0
62,3365,"노무라證 ""韓 D램값, 2020년 1Q부터 오른다…3분기 바닥찍고 2020년 'V자 반등'""",2019.12.18,5.0
63,3369,"[특징주]삼성전자·SK하이닉스, 52주 신고가 질주",2019.12.17,5.0
64,3368,"코스피, 외국인 매수세에 2200선 코앞까지 '껑충'…코스닥은 650선 회복",2019.12.17,5.0
65,3372,‘美中 1단계 합의’… 2020년 주요 섹터 및 핵심 유망주는…?,2019.12.17,5.0
66,3371,반도체 부품 대장주 다음 타자는 누굴까?,2019.12.17,5.0
67,3370,에이프로젠 추가 급등 하나? 수요일 분수령,2019.12.17,5.0
68,3377,"코스피, 보합권서 방향 탐색…미·중 무역합의 선반영",2019.12.16,5.0
69,3376,한숨 돌린 ‘美中 무역전쟁’… “주목 할 국내 수혜주는…”,2019.12.16,5.0
70,3375,에이프로젠 추가 급등 하나? 수요일 분수령,2019.12.16,5.0
71,3374,"엘오티베큠, 42억원 건신진공펌프 납품계약",2019.12.16,5.0
72,3373,"코스피, 1단계 미·중 무역합의 '갸웃'…눈치보기 속 주춤",2019.12.16,5.0
73,3378,"외국인, 5주만에 순매수 전환…코스피 사고 코스닥 팔고",2019.12.15,5.0
74,113,"'위기의 중견기업'…덩치만 컸지, 체력은 바닥(종합)",2019.12.14,3.0
75,3381,삼성 투자한 3000% 오를 핵심 시스템반도체!,2019.12.13,5.0
76,3382,"내년 10대 그룹 계열사 영업익, 올해보다 30% 껑충",2019.12.13,5.0
77,3383,"코스피, 미·중 1단계 무역합의 소식에 '환호'",2019.12.13,5.0
78,114,"""美中 무역전쟁 불안감 해소, 내년 우리경제에 긍정 작용""",2019.12.13,3.0
79,3379,미·중 무역합의에 외인·기관 '환호'…코스피 2170 '회복',2019.12.13,5.0
80,3380,"‘평생 공짜’ 카카오톡 종목추천, 매수가 매도가 알려준다",2019.12.13,5.0
81,3385,美연준 2020년 금리동결 시사…코스피 '2130' 돌파·코스닥 1%↑ '눈앞',2019.12.12,5.0
82,3386,美 연준 2020년 금리동결 시사에 코스피 '2120' 상승출발,2019.12.12,5.0
83,3384,미국 금리 덕에 외국인 5000억 사자마자 코스피 1.5%↑…'2137',2019.12.12,5.0
84,8099,"백군기 시장 ""명품 용인 만들겠다""…대법원 상고심, 시장직 유지",2019.12.12,8.0
85,1031,'직장인의 꿈' 임원 자리 매년 감소…삼성 4년새 356명 줄어,2019.12.11,4.0
86,115,"韓 경제허리 '중견기업' 성장성, 대·중소기업보다 훨씬 뒤처졌다",2019.12.11,3.0
87,3387,"오션브릿지, SK하이닉스로부터 공급의향서 접수",2019.12.11,5.0
88,7979,"덩치만 컸지, 체력은 고갈…'위기의 중견기업'",2019.12.11,7.0
89,3388,내년 주총 땐 국민연금 목청 더 커진다,2019.12.10,5.0
90,3389,코스피 소폭 하락세로 개장…2080선 유지,2019.12.10,5.0
91,3390,[e공시 눈에 띄네]코스피-9일,2019.12.10,5.0
92,3391,"블랙록, SK하이닉스 지분 4.02%로 줄여",2019.12.09,5.0
93,3392,[e공시 눈에 띄네]코스피-6일,2019.12.09,5.0
94,3393,"외국인, 4주 연속 순매도…코스피 팔고 코스닥 사고",2019.12.08,5.0
95,1033,삼성전자·SK하이닉스 내년에는 실적 반등할까,2019.12.07,4.0
96,1032,"SK하이닉스, 반도체 경쟁력 강화…'개발제조총괄' 신설",2019.12.07,4.0
97,3394,22거래일 만에 돌아온 외국인…코스피·코스닥 1% 이상 상승마감,2019.12.06,5.0
98,3395,[투자포인트] 15일 내로 美中 무역협상 합의 가능… 주목할 종목 TOP 5,2019.12.06,5.0
99,3396,"외국인 21일째 순매도…코스피, 2070선까지 후퇴",2019.12.05,5.0
100,3399,"코스피, 사흘 만에 반등…20일 동안 5조 판 외국인 '사자'",2019.12.05,5.0
101,3397,20일째 5兆 내다판 외국인… 언제까지?,2019.12.05,5.0
102,3398,"코스피, 기관 매물 늘며 상승폭 반납",2019.12.05,5.0
103,1034,"""내년 반도체시장 훈풍"" 삼성·SK하이닉스 '닥공 투자'",2019.12.04,4.0
104,3403,섀도보팅 폐지 후 주총 불발 위기감 커져…전자투표 실효성 논란도,2019.12.04,5.0
105,3402,"""SK, 최고협의기구 수펙스추구위원회 정보공개 늘려야""",2019.12.04,5.0
106,3401,"[공시+]미래산업 ""증자 성공해 반도체 장비 경쟁력 확보할 것""",2019.12.04,5.0
107,3400,"코스피, 외인 20일 연속 순매도에 2060선… 코스닥 620선",2019.12.04,5.0
108,3404,코스피 2080선 지켜내…코스닥도 뒷걸음,2019.12.03,5.0
109,3405,코스피 장 초반 1%대 하락…2070선도 깨져,2019.12.03,5.0
110,3406,3주간 4兆 내다판 외국인…카카오는 담았다,2019.12.02,5.0
111,3407,"[공시+]유니셈, 中 비전옥스 OLED라인 80억원 장비 공급…""중국 수주 이어져""",2019.12.02,5.0
112,3408,"외국인, 3주 연속 '팔자'…반도체만 약 1조원 순매도",2019.12.01,5.0
113,3409,"""엑소더스"" 3주만에 4兆 빼간 外人…요인과 전망은?",2019.12.01,5.0
114,3410,"코스피, 외인·기관 팔자에 2080선으로 '뚝'",2019.11.29,5.0
115,3411,"코스피, 외국인 순매도 확대에 2100 붕괴",2019.11.29,5.0
116,3412,"코스피, 상승 출발 후 하락…""외인 17일 연속 순매도""",2019.11.29,5.0
117,3413,"[굿모닝 증시]""올해보다 내년이 더 기대되는 이유""",2019.11.29,5.0
118,116,대화 속도내는 한일…내달 정상회담 전 성과도출 가능할까,2019.11.29,3.0
119,8100,"SK하이닉스 충칭공장 찾은 이재명 ""위기속 기회 있다""",2019.11.29,8.0
120,8101,"中 방문 이재명 ""충칭시와 교류협력 강화위해 실무단 꾸린다""",2019.11.28,8.0
121,1035,"[단독] SK그룹, 15년 만에 CI 바꾼다",2019.11.28,4.0
122,3414,16일간 3.3兆 내다판 외국인…언제 멈추나,2019.11.28,5.0
123,3415,"미래산업, 기술력 업그레이드 매진 2년…'성능개선' 결실",2019.11.28,5.0
124,3419,"[공시+]미래산업, SK하이닉스와 반도체 검사 장비 공급 계약",2019.11.27,5.0
125,3423,"[클릭 e종목]""에스티아이, 내년에도 실적호조 기대""",2019.11.27,5.0
126,3422,[굿모닝 증시]나라 밖은 '미중합의 기대'…韓증시는 外人 '팔자'행렬,2019.11.27,5.0
127,3421,"外人, 코스피 15거래일 연속 순매도…지수는 '2120대'",2019.11.27,5.0
128,3420,"키움증권, 스텝다운형 ELS 등 3종 출시",2019.11.27,5.0
129,3418,"미래산업, 21억원 규모 반도체 검사장비 공급 계약",2019.11.27,5.0
130,3417,"[공시+]미래산업, SK하이닉스와 반도체 검사 장비 공급 계약",2019.11.27,5.0
131,3416,"모건스탠리 ""2020년 삼성전자·SK하이닉스가 이끈다…코스피 예상치 2350""",2019.11.27,5.0
132,3424,"코스피, 외국인 매도행진 14거래일 이어가…2120선 하락 마감",2019.11.26,5.0
133,3425,▶ 미중무역협상 타결 이후 급등을 준비하자,2019.11.26,5.0
134,3426,"3거래일째 반등 시도하는 코스피, 2130선 돌파",2019.11.26,5.0
135,3429,"코스피, 2120선 회복…미·중 무역합의 낙관한 트럼프",2019.11.25,5.0
136,3428,"반토막 났던 상장사 영업익, 내년 1분기 증가 전환 예고",2019.11.25,5.0
137,8102,"이재명지사, 1년2개월만에 中 방문…충칭시와 교류협력 확대 추진",2019.11.25,8.0
138,3427,"신성이엔지, 119억원 규모 SK하이닉스 클린룸 공사 LOI 접수",2019.11.25,5.0
139,1036,日 수출규제에도 반도체·디플 생산차질 '제로'…다변화·국산화 노력,2019.11.24,4.0
140,3430,"외국인, 2주 연속 순매도…반도체 '팔자'",2019.11.24,5.0
141,6,日 수출규제에도 반도체·디플 생산차질 '제로'…다변화·국산화 노력,2019.11.24,2.0
142,117,日 수출규제에도 반도체·디플 생산차질 '제로'…다변화·국산화 노력,2019.11.24,3.0
143,3431,올해보다 내년을 기다리는 '테스',2019.11.23,5.0
144,3432,"""기울어진 운동장""…해마다 높아지는 공매도 비중",2019.11.23,5.0
145,7904,"단지 바로 옆 롯데마트, 안흥지가 우리집 정원… ‘이천 스카이팰리스’ 선보여",2019.11.22,6.0
146,3434,코스피 상승 개장에 장중 2100선 회복…코스닥은 강세,2019.11.22,5.0
147,3433,코스피 2100선 회복하며 마감…코스닥은 하락세,2019.11.22,5.0
148,3437,"코스피, 미·중 불확실성에 하락…2100 '위태'",2019.11.21,5.0
149,3436,"코스피, 미·중협상 잡음 지속…외국인 11일 동안 1.73조 순매도",2019.11.21,5.0
150,3435,"코스피, 외인 5000억원 팔자에 2100선 '무너져'",2019.11.21,5.0
151,3438,"코스피, 미·중 불확실성에 '하락'…외인 '팔자'",2019.11.21,5.0
152,3439,"코스피·코스닥, 미·중 무역합의 불확실성 확대…1%대 하락(종합)",2019.11.20,5.0
153,3440,외인·기관 쌍끌이 종목…올해 40~50% 뛰었다,2019.11.20,5.0
154,3441,"코스피, 외국인 10거래일째 매도…2140선서 보합",2019.11.20,5.0
155,7980,UN인권지침 준수 평가서 삼성전자 42위…애플은 48위,2019.11.19,7.0
156,1037,올해 글로벌 반도체 매출 1위는 인텔…삼성전자·SK하이닉스 부진,2019.11.19,4.0
157,3445,"코스피, 삼성전자 숨고르기에 이틀 연속 약세",2019.11.19,5.0
158,3444,"시총 톱3, 이달에만 시총 50조 불었다",2019.11.19,5.0
159,3443,"韓 기업 신용등급 '적색등'…무디스, 내년 한국 경제성장률 2.1%",2019.11.19,5.0
160,3442,"코스피, 외국인 9거래일 연속 순매도…MSCI 재조정 '발목'",2019.11.19,5.0
161,1038,UN인권지침 준수 평가서 삼성전자 42위…애플은 48위,2019.11.19,4.0
162,118,대일 무역적자 16년 만에 최저치 전망…제 발등 찍은 일본,2019.11.18,3.0
163,1039,대일 무역적자 16년 만에 최저치 전망…제 발등 찍은 일본,2019.11.18,4.0
164,7,대일 무역적자 16년 만에 최저치 전망…제 발등 찍은 일본,2019.11.18,2.0
165,3446,[벽에 막힌 한국증시]삼성전자 외엔 믿을 투자처 실종…亞금융 강국 누를 승부수 찾아야,2019.11.18,5.0
166,3447,"외국인, 5주 만에 '팔자' 전환…코스피 팔고 코스닥 사고",2019.11.17,5.0
167,1040,日 수출규제 품목 모두 '수출 허가'…반도체 한숨 돌리나,2019.11.16,4.0
168,3449,"코스피, 기관 6000억 받치자 1% 상승…'2160' 돌파",2019.11.15,5.0
169,3448,"코스피, 기관 8000억 받쳐 1% 상승 마감…'2160' 안착",2019.11.15,5.0
170,1041,"선제 투자 삼성전자, 반전 드라마 하이닉스",2019.11.15,4.0
171,1042,반도체 재고 확 줄었다,2019.11.15,4.0
172,3451,"[벽에 막힌 한국증시]""규제보다 내부통제 강화…스스로 해결 도와야""",2019.11.14,5.0
173,3452,코스피 상승개장에 2120선 후반 지켜…코스닥도 오름세,2019.11.14,5.0
174,1043,20兆 전쟁…반도체 이미지센서 선두권이 바뀐다,2019.11.14,4.0
175,3450,"[공시+]메카로, 주력 제품 생산 증가로 수익 향상 기대",2019.11.14,5.0
176,1044,"SK그룹, '동반성장' 협력사 채용박람회 개최",2019.11.13,4.0
177,3453,"[벽에 막힌 한국증시]대외변수에 취약, 대장주 부진…기초체력 바닥난 韓증시",2019.11.13,5.0
178,3455,"대기업집단 M&A 네건 중 세건은 계열사끼리…당국 ""대기업, 외부벤처 M&A엔 여전히 소극적""",2019.11.12,5.0
179,8103,"한국노총 산하 삼성전자 노조, 오는 16일 공식 출범",2019.11.12,8.0
180,3454,"코스피, 미·중 무역협상 불확실성 확대…개인 매수로 2140선 상승 마감",2019.11.12,5.0
181,3456,"코스피, 미·중 무역협상 불확실성 속 등락…2120선 턱걸이",2019.11.12,5.0
182,3457,"韓증시, 코스피 2120·코스닥 660대로 하락마감",2019.11.11,5.0
183,3458,美中 안갯속…코스피 혼조·코스닥 상승출발,2019.11.11,5.0
184,1045,'대한민국 엔지니어상' 11월 수상자 선정,2019.11.11,4.0
185,8104,"박남춘 시장, 中 충칭시와 기술·투자 확대 양해각서…관광객 유치 협약",2019.11.11,8.0
186,7981,홍콩 항셍지수 3%가까이 하락…실탄 발사에 시위격화,2019.11.11,7.0
187,3459,"외국인, 3주 연속 '사자'…코스피 사고 코스닥 팔고",2019.11.10,5.0
188,1046,"삼성의 초격차, 3년간 반도체 투자 인텔의 1.5배",2019.11.09,4.0
189,3460,"코스피, 6일 연속 상승세 마감 2130선 후퇴… 코스닥 3일 연속↓",2019.11.08,5.0
190,3461,"시총 상위주 신고가 행진…""바닥 쳤다"" 내년 증시 맑음",2019.11.08,5.0
191,3465,코스피 하락세로 장 열어…2130선으로 물러나,2019.11.07,5.0
192,3464,"'바이코리아' 외국인, 실적개선株 담았다",2019.11.07,5.0
193,3462,코스피 상승하며 2140선 지켜내…코스닥은 하락세 마감,2019.11.07,5.0
194,3463,"[특급열차-32화]램테크놀러지, 일본 기술 극복하고 국산화",2019.11.07,5.0
195,3466,"코스피, 잠시 쉬어가는 시간…외국인 엿새째 순매수",2019.11.06,5.0
196,8,'제9회 산업기술보호의 날' 개최…보안담당자 500명 참석,2019.11.05,2.0
197,3467,"10대 그룹, 3분기 영업이익 반토막",2019.11.05,5.0
198,119,'제9회 산업기술보호의 날' 개최…보안담당자 500명 참석,2019.11.05,3.0
199,1048,"[포토] SK하이닉스, 혁신 아이디어 공모전 시상식 개최",2019.11.05,4.0
200,1049,'제9회 산업기술보호의 날' 개최…보안담당자 500명 참석,2019.11.05,4.0
201,1047,"SK하이닉스, 혁신 아이디어 공모전 시상식 개최",2019.11.05,4.0
202,3468,"韓증시, 약 1% 상승…코스피 2130대 안착·코스닥 670대 근접",2019.11.04,5.0
203,3469,"韓증시, 1%↑…코스피 2130 육박",2019.11.04,5.0
204,9,"몸값 떨어진 '메모리' 탓에 반도체 부진…""생산·물량은 늘었다""",2019.11.04,2.0
205,1050,"몸값 떨어진 '메모리' 탓에 반도체 부진…""생산·물량은 늘었다""",2019.11.04,4.0
206,1051,"이노션, '2019 대한민국광고대상'에서 최다 수상",2019.11.04,4.0
207,1052,"""내년 반도체 살아난다""…글로벌 기관, 최대 10.2%↑ 전망",2019.11.04,4.0
208,120,"에이치엘비, 10월 거래대금 11兆…삼성전자 제치고 '1위'",2019.11.04,3.0
209,10,"""내년 반도체 살아난다""…글로벌 기관, 최대 10.2%↑ 전망",2019.11.04,2.0
210,121,"몸값 떨어진 '메모리' 탓에 반도체 부진…""생산·물량은 늘었다""",2019.11.04,3.0
211,122,"""내년 반도체 살아난다""…글로벌 기관, 최대 10.2%↑ 전망",2019.11.04,3.0
212,123,파죽지세 네이버…4개월새 시총 53%↑,2019.11.03,3.0
213,3485,"코스피, 기관 순매수에 상승…2100선 '터치'",2019.10.28,5.0
214,3470,"코스피, 기관 순매수에 상승…2100선 '터치'",2019.10.28,5.0
215,3486,"외국인, 한 주만에 순매수 전환…코스피·코스닥 모두 '사자'",2019.10.27,5.0
216,3471,"외국인, 한 주만에 순매수 전환…코스피·코스닥 모두 '사자'",2019.10.27,5.0
217,3490,"코스피, 외인 매수로 장중 2090선 터치",2019.10.25,5.0
218,3474,"[issue] 오늘 ‘신라젠’등 바이오 하락, 다음주가 진짜다",2019.10.25,5.0
219,3473,"“바이오, 제약 이상매매 허위사실” 모니터링 지금은 ‘5G, 그래핀주’ 입니다. ※월요일 ‘상’ 유력!※",2019.10.25,5.0
220,3472,"코스피, 종목별 차별화 장세 속 2087.89 상승 마감…코스닥은 1% 가까이 하락",2019.10.25,5.0
221,3475,"코스피, 외인 매수로 장중 2090선 터치",2019.10.25,5.0
222,3491,"[클릭 e종목]""오션브릿지, 인프라 투자와 신규 고객사 확보로 내년 실적 개선""",2019.10.25,5.0
223,3489,"[issue] 오늘 ‘신라젠’등 바이오 하락, 다음주가 진짜다",2019.10.25,5.0
224,3488,"“바이오, 제약 이상매매 허위사실” 모니터링 지금은 ‘5G, 그래핀주’ 입니다. ※월요일 ‘상’ 유력!※",2019.10.25,5.0
225,3487,"코스피, 종목별 차별화 장세 속 2087.89 상승 마감…코스닥은 1% 가까이 하락",2019.10.25,5.0
226,3476,"[클릭 e종목]""오션브릿지, 인프라 투자와 신규 고객사 확보로 내년 실적 개선""",2019.10.25,5.0
227,3492,"코스피, 2080대 안착",2019.10.24,5.0
228,3479,"유니테스트, SK하이닉스와 56억원 규모 반도체 검사장비 공급계약",2019.10.24,5.0
229,3478,"[특징주]SK하이닉스, ""D램·낸드 재고 정상수준 하락"" 2%↑",2019.10.24,5.0
230,3477,"코스피, 2080대 안착",2019.10.24,5.0
231,3480,韓증시 보합…에이치엘비 10%↑,2019.10.24,5.0
232,3495,韓증시 보합…에이치엘비 10%↑,2019.10.24,5.0
233,1053,"진교영 반도체산업협회장 ""소재·부품·장비 해외의존도 극복하자""",2019.10.24,4.0
234,1054,영업이익 5000억원 붕괴…SK하이닉스 바닥 찍나(종합2보),2019.10.24,4.0
235,1055,"성윤모 장관 ""'종합 반도체 강국' 만들어 가자""",2019.10.24,4.0
236,1056,"[SK하이닉스 컨콜]내년 5G 스마트폰 시장 규모, 2억대 이상",2019.10.24,4.0
237,1057,[SK하이닉스 컨콜]재고 수준…D램 5주·낸드 6주 후반,2019.10.24,4.0
238,1058,"[SK하이닉스 컨콜]연간 출하량, D램 10%후반·낸드 50%",2019.10.24,4.0
239,1059,SK하이닉스 3Q 영업익 4726억원…전년비 93%↓(종합),2019.10.24,4.0
240,1060,"[속보] SK하이닉스 ""메모리 생산 조절…내년 투자 올해보다 감축""",2019.10.24,4.0
241,1061,[속보] SK하이닉스 3Q 영업익 4726억원…작년동기 대비 93%↓,2019.10.24,4.0
242,125,"성윤모 장관 ""'종합 반도체 강국' 만들어 가자""",2019.10.24,3.0
243,124,"CJ제일제당, 2019 유엔 지속가능개발목표경영지수 ‘글로벌 최우수’",2019.10.24,3.0
244,3493,"[특징주]SK하이닉스, ""D램·낸드 재고 정상수준 하락"" 2%↑",2019.10.24,5.0
245,3494,"유니테스트, SK하이닉스와 56억원 규모 반도체 검사장비 공급계약",2019.10.24,5.0
246,11,"성윤모 장관 ""'종합 반도체 강국' 만들어 가자""",2019.10.24,2.0
247,1062,"포스코, 특허 기술 나눔 통해 중소기업 지원",2019.10.23,4.0
248,1063,"NHN페이코, 두산그룹 20개사에 '모바일 식권' 적용",2019.10.23,4.0
249,3496,"코스피, 장 초반 약보합 보이며 2080선… 코스닥 650선 유지",2019.10.23,5.0
250,1064,"SK하이닉스, 협력사와 함께 특별한 기부",2019.10.23,4.0
251,3481,"코스피, 장 초반 약보합 보이며 2080선… 코스닥 650선 유지",2019.10.23,5.0
252,3483,"코스피, 미·중 무역협상 기대 지속…IT 업종 상승",2019.10.22,5.0
253,3482,"'대장株의 날' 코스피·코스닥, 상승 이끈 삼성전자·셀트리온헬스",2019.10.22,5.0
254,3497,"'대장株의 날' 코스피·코스닥, 상승 이끈 삼성전자·셀트리온헬스",2019.10.22,5.0
255,3498,"코스피, 미·중 무역협상 기대 지속…IT 업종 상승",2019.10.22,5.0
256,3484,"티라유텍, 공모가 1만2050원…""경쟁률 1240.9대 1""",2019.10.21,5.0
257,1065,반도체 강국 위상 강화‥SK하이닉스도 3세대 10나노 D램 개발,2019.10.21,4.0
258,7905,"신영, '청주테크노폴리스지웰푸르지오' 25일 견본주택 오픈",2019.10.21,6.0
259,3499,"티라유텍, 공모가 1만2050원…""경쟁률 1240.9대 1""",2019.10.21,5.0
260,3500,코스피 2060선 유지…코스닥도 상승 마감,2019.10.21,5.0
261,3501,티라유텍 공모가 1만2050원 확정…경쟁률 1241대 1 '역대 최고치',2019.10.21,5.0
262,3502,"삼성전자, 3300조원 미래형 자동차 시장 진출! 다음주 100% 터질 종목확인!",2019.10.21,5.0
263,3503,코스피 상승 출발에 2060선 유지…코스닥도 강세 보여,2019.10.21,5.0
264,3505,"외국인, 한 주만에 순매도 전환…코스피 '팔자' 지속",2019.10.20,5.0
265,3504,올해보다 내년이 더 기대되는 유니테스트,2019.10.20,5.0
