date,open,high,low,close,volume,roe,per,pbr,count,pos,neg
2014-02-21,1333000.0,1333000.0,1300000.0,1330000.0,286924.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-02-24,1334000.0,1345000.0,1321000.0,1328000.0,148501.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-02-25,1332000.0,1340000.0,1326000.0,1334000.0,175706.0,15.1,10.0,1.4,2.0,1.0,1.0
2014-02-26,1337000.0,1343000.0,1325000.0,1342000.0,258361.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-02-27,1335000.0,1342000.0,1330000.0,1341000.0,157827.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-02-28,1337000.0,1349000.0,1332000.0,1349000.0,284647.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-03-03,1336000.0,1340000.0,1321000.0,1325000.0,242083.0,15.1,10.0,1.4,4.0,2.0,0.0
2014-03-04,1320000.0,1329000.0,1315000.0,1315000.0,158003.0,15.1,10.0,1.4,5.0,3.0,2.0
2014-03-05,1335000.0,1341000.0,1330000.0,1330000.0,149830.0,15.1,10.0,1.4,1.0,0.0,1.0
2014-03-06,1329000.0,1329000.0,1310000.0,1326000.0,172335.0,15.1,10.0,1.4,2.0,1.0,1.0
2014-03-07,1339000.0,1339000.0,1329000.0,1339000.0,150973.0,15.1,10.0,1.4,2.0,0.0,0.0
2014-03-10,1320000.0,1330000.0,1317000.0,1320000.0,173152.0,15.1,10.0,1.4,3.0,3.0,0.0
2014-03-11,1320000.0,1327000.0,1309000.0,1322000.0,181596.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-03-12,1320000.0,1320000.0,1293000.0,1294000.0,251585.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-03-13,1294000.0,1313000.0,1290000.0,1290000.0,235004.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-03-14,1270000.0,1285000.0,1270000.0,1275000.0,216736.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-03-17,1275000.0,1276000.0,1258000.0,1266000.0,176400.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-03-18,1270000.0,1283000.0,1266000.0,1278000.0,220912.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-03-19,1280000.0,1285000.0,1268000.0,1269000.0,152771.0,15.1,10.0,1.4,1.0,0.0,1.0
2014-03-20,1270000.0,1272000.0,1262000.0,1262000.0,118788.0,15.1,10.0,1.4,2.0,0.0,1.0
2014-03-21,1269000.0,1273000.0,1262000.0,1273000.0,166426.0,15.1,10.0,1.4,5.0,1.0,3.0
2014-03-24,1260000.0,1274000.0,1259000.0,1273000.0,141478.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-03-25,1269000.0,1270000.0,1241000.0,1247000.0,272500.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-03-26,1269000.0,1290000.0,1248000.0,1285000.0,348894.0,15.1,10.0,1.4,3.0,3.0,0.0
2014-03-27,1290000.0,1333000.0,1285000.0,1333000.0,417557.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-03-28,1320000.0,1338000.0,1320000.0,1335000.0,212974.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-03-31,1345000.0,1345000.0,1322000.0,1343000.0,265197.0,15.1,10.0,1.4,2.0,1.0,1.0
2014-04-01,1345000.0,1345000.0,1331000.0,1339000.0,221620.0,15.1,10.0,1.4,6.0,5.0,0.0
2014-04-02,1350000.0,1357000.0,1343000.0,1357000.0,262001.0,15.1,10.0,1.4,3.0,2.0,0.0
2014-04-03,1351000.0,1395000.0,1351000.0,1390000.0,381976.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-04-04,1377000.0,1397000.0,1377000.0,1380000.0,368007.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-04-07,1397000.0,1397000.0,1374000.0,1397000.0,215235.0,15.1,10.0,1.4,2.0,1.0,1.0
2014-04-08,1387000.0,1399000.0,1375000.0,1394000.0,212164.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-04-09,1394000.0,1395000.0,1364000.0,1371000.0,321232.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-04-10,1369000.0,1380000.0,1360000.0,1380000.0,199984.0,15.1,10.0,1.4,2.0,0.0,0.0
2014-04-11,1362000.0,1368000.0,1359000.0,1365000.0,213187.0,15.1,10.0,1.4,2.0,0.0,1.0
2014-04-14,1365000.0,1386000.0,1365000.0,1370000.0,211720.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-04-15,1386000.0,1387000.0,1369000.0,1370000.0,219396.0,15.1,10.0,1.4,3.0,1.0,1.0
2014-04-16,1370000.0,1392000.0,1363000.0,1380000.0,186171.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-04-17,1376000.0,1380000.0,1366000.0,1370000.0,144833.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-04-18,1370000.0,1379000.0,1370000.0,1378000.0,190367.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-04-21,1379000.0,1386000.0,1375000.0,1380000.0,65985.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-04-22,1374000.0,1384000.0,1371000.0,1375000.0,121686.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-04-23,1394000.0,1395000.0,1382000.0,1389000.0,190015.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-04-24,1409000.0,1409000.0,1399000.0,1407000.0,210924.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-04-25,1420000.0,1428000.0,1398000.0,1399000.0,305396.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-04-28,1404000.0,1406000.0,1382000.0,1388000.0,188629.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-04-29,1389000.0,1395000.0,1351000.0,1360000.0,218184.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-04-30,1380000.0,1381000.0,1326000.0,1343000.0,300946.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-05-02,1354000.0,1359000.0,1344000.0,1346000.0,298867.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-05-07,1350000.0,1356000.0,1340000.0,1344000.0,283794.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-05-08,1355000.0,1355000.0,1344000.0,1350000.0,325638.0,15.1,10.0,1.4,2.0,0.0,2.0
2014-05-09,1356000.0,1358000.0,1326000.0,1335000.0,263141.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-05-12,1336000.0,1395000.0,1332000.0,1388000.0,318896.0,15.1,10.0,1.4,3.0,3.0,0.0
2014-05-13,1388000.0,1425000.0,1388000.0,1400000.0,242148.0,15.1,10.0,1.4,2.0,0.0,0.0
2014-05-14,1409000.0,1415000.0,1401000.0,1415000.0,222075.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-05-15,1414000.0,1419000.0,1403000.0,1410000.0,136134.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-05-16,1400000.0,1437000.0,1399000.0,1428000.0,317130.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-05-19,1428000.0,1450000.0,1408000.0,1448000.0,385621.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-05-20,1445000.0,1454000.0,1435000.0,1451000.0,320146.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-05-21,1435000.0,1450000.0,1435000.0,1441000.0,216850.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-05-22,1441000.0,1448000.0,1426000.0,1426000.0,190800.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-05-23,1405000.0,1428000.0,1405000.0,1428000.0,170233.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-05-26,1420000.0,1432000.0,1415000.0,1422000.0,74712.0,15.1,10.0,1.4,3.0,0.0,0.0
2014-05-27,1417000.0,1423000.0,1403000.0,1407000.0,94968.0,15.1,10.0,1.4,3.0,2.0,1.0
2014-05-28,1419000.0,1435000.0,1409000.0,1433000.0,184019.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-05-29,1450000.0,1465000.0,1440000.0,1460000.0,250430.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-05-30,1470000.0,1482000.0,1443000.0,1443000.0,316621.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-06-02,1443000.0,1458000.0,1439000.0,1455000.0,148789.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-06-03,1484000.0,1495000.0,1465000.0,1470000.0,344685.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-06-05,1466000.0,1480000.0,1450000.0,1457000.0,270141.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-06-09,1470000.0,1473000.0,1402000.0,1409000.0,445392.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-06-10,1421000.0,1438000.0,1405000.0,1436000.0,184282.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-06-11,1412000.0,1430000.0,1412000.0,1422000.0,172515.0,15.1,10.0,1.4,6.0,4.0,1.0
2014-06-12,1430000.0,1430000.0,1401000.0,1413000.0,258863.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-06-13,1402000.0,1404000.0,1363000.0,1367000.0,371781.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-06-16,1380000.0,1382000.0,1362000.0,1374000.0,306399.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-06-17,1360000.0,1378000.0,1351000.0,1374000.0,269535.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-06-18,1373000.0,1376000.0,1356000.0,1358000.0,220887.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-06-19,1345000.0,1349000.0,1320000.0,1323000.0,446794.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-06-20,1330000.0,1330000.0,1296000.0,1301000.0,478053.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-06-23,1321000.0,1332000.0,1316000.0,1322000.0,249765.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-06-24,1340000.0,1354000.0,1332000.0,1345000.0,237817.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-06-25,1330000.0,1333000.0,1318000.0,1320000.0,204638.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-06-26,1309000.0,1343000.0,1307000.0,1325000.0,255306.0,15.1,10.0,1.4,3.0,3.0,0.0
2014-06-27,1307000.0,1319000.0,1306000.0,1311000.0,179061.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-06-30,1310000.0,1324000.0,1309000.0,1322000.0,177621.0,15.1,10.0,1.4,2.0,0.0,0.0
2014-07-01,1308000.0,1314000.0,1301000.0,1310000.0,174508.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-07-02,1317000.0,1331000.0,1306000.0,1330000.0,222785.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-07-03,1336000.0,1336000.0,1316000.0,1318000.0,170861.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-07-04,1322000.0,1326000.0,1303000.0,1306000.0,119577.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-07-07,1291000.0,1301000.0,1290000.0,1292000.0,188741.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-07-08,1294000.0,1319000.0,1287000.0,1295000.0,241464.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-07-09,1287000.0,1308000.0,1283000.0,1308000.0,236598.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-07-10,1308000.0,1311000.0,1302000.0,1306000.0,179204.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-07-11,1300000.0,1302000.0,1282000.0,1284000.0,215592.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-07-14,1298000.0,1300000.0,1286000.0,1286000.0,141643.0,15.1,10.0,1.4,5.0,3.0,1.0
2014-07-15,1300000.0,1323000.0,1297000.0,1320000.0,239521.0,15.1,10.0,1.4,2.0,0.0,1.0
2014-07-16,1313000.0,1323000.0,1311000.0,1321000.0,182284.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-07-17,1326000.0,1335000.0,1320000.0,1330000.0,218454.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-07-18,1315000.0,1343000.0,1314000.0,1343000.0,194853.0,15.1,10.0,1.4,3.0,2.0,0.0
2014-07-21,1349000.0,1360000.0,1343000.0,1353000.0,161199.0,15.1,10.0,1.4,5.0,1.0,0.0
2014-07-22,1348000.0,1358000.0,1345000.0,1348000.0,126019.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-07-23,1354000.0,1357000.0,1335000.0,1338000.0,128346.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-07-24,1350000.0,1358000.0,1331000.0,1355000.0,161034.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-07-25,1346000.0,1355000.0,1335000.0,1355000.0,175803.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-07-28,1355000.0,1367000.0,1344000.0,1358000.0,179851.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-07-29,1355000.0,1388000.0,1353000.0,1386000.0,256186.0,15.1,10.0,1.4,2.0,1.0,1.0
2014-07-30,1388000.0,1408000.0,1374000.0,1395000.0,347189.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-07-31,1374000.0,1385000.0,1336000.0,1343000.0,487027.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-08-01,1305000.0,1328000.0,1292000.0,1292000.0,564621.0,15.1,10.0,1.4,3.0,2.0,1.0
2014-08-04,1300000.0,1317000.0,1291000.0,1317000.0,241335.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-08-05,1301000.0,1321000.0,1300000.0,1316000.0,172529.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-08-06,1306000.0,1316000.0,1295000.0,1300000.0,216602.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-08-07,1300000.0,1302000.0,1285000.0,1290000.0,190545.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-08-08,1284000.0,1285000.0,1248000.0,1250000.0,412429.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-08-11,1275000.0,1282000.0,1257000.0,1270000.0,372385.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-08-12,1270000.0,1294000.0,1262000.0,1266000.0,179914.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-08-13,1275000.0,1275000.0,1248000.0,1264000.0,256900.0,15.1,10.0,1.4,1.0,0.0,1.0
2014-08-14,1274000.0,1282000.0,1254000.0,1261000.0,208947.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-08-18,1279000.0,1280000.0,1250000.0,1250000.0,210379.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-08-19,1264000.0,1273000.0,1253000.0,1254000.0,200888.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-08-20,1264000.0,1271000.0,1251000.0,1261000.0,188612.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-08-21,1255000.0,1261000.0,1231000.0,1235000.0,342108.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-08-22,1245000.0,1247000.0,1235000.0,1247000.0,168153.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-08-25,1231000.0,1231000.0,1221000.0,1228000.0,231544.0,15.1,10.0,1.4,3.0,2.0,1.0
2014-08-26,1235000.0,1235000.0,1221000.0,1222000.0,214389.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-08-27,1223000.0,1237000.0,1222000.0,1230000.0,243420.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-08-28,1258000.0,1258000.0,1236000.0,1242000.0,206237.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-08-29,1238000.0,1238000.0,1228000.0,1234000.0,291165.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-09-01,1236000.0,1237000.0,1224000.0,1226000.0,113281.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-09-02,1221000.0,1225000.0,1194000.0,1194000.0,317992.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-09-03,1200000.0,1200000.0,1180000.0,1189000.0,424775.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-09-04,1210000.0,1216000.0,1202000.0,1210000.0,241999.0,15.1,10.0,1.4,3.0,2.0,0.0
2014-09-05,1215000.0,1216000.0,1195000.0,1201000.0,215408.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-09-11,1200000.0,1207000.0,1192000.0,1192000.0,466184.0,15.1,10.0,1.4,5.0,1.0,0.0
2014-09-12,1200000.0,1208000.0,1200000.0,1201000.0,217447.0,15.1,10.0,1.4,1.0,0.0,1.0
2014-09-15,1207000.0,1208000.0,1196000.0,1200000.0,143230.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-09-16,1208000.0,1215000.0,1201000.0,1206000.0,141848.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-09-17,1207000.0,1226000.0,1207000.0,1226000.0,150915.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-09-18,1230000.0,1230000.0,1204000.0,1210000.0,189535.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-09-19,1223000.0,1223000.0,1206000.0,1210000.0,268701.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-09-22,1204000.0,1204000.0,1180000.0,1188000.0,320442.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-09-23,1178000.0,1185000.0,1161000.0,1161000.0,390828.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-09-24,1152000.0,1161000.0,1141000.0,1150000.0,315784.0,15.1,10.0,1.4,3.0,1.0,1.0
2014-09-25,1162000.0,1166000.0,1147000.0,1156000.0,388290.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-09-26,1152000.0,1185000.0,1148000.0,1185000.0,248271.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-09-29,1193000.0,1200000.0,1170000.0,1195000.0,188020.0,15.1,10.0,1.4,3.0,2.0,0.0
2014-09-30,1185000.0,1188000.0,1165000.0,1184000.0,247586.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-10-01,1174000.0,1183000.0,1156000.0,1156000.0,238596.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-10-02,1165000.0,1165000.0,1141000.0,1141000.0,254655.0,15.1,10.0,1.4,3.0,1.0,0.0
2014-10-06,1145000.0,1156000.0,1138000.0,1151000.0,425058.0,15.1,10.0,1.4,2.0,0.0,0.0
2014-10-07,1162000.0,1186000.0,1162000.0,1162000.0,202983.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-10-08,1142000.0,1151000.0,1124000.0,1130000.0,294411.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-10-10,1100000.0,1114000.0,1099000.0,1105000.0,436749.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-10-13,1082000.0,1127000.0,1078000.0,1108000.0,226895.0,15.1,10.0,1.4,2.0,0.0,0.0
2014-10-14,1127000.0,1146000.0,1120000.0,1127000.0,331451.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-10-15,1128000.0,1145000.0,1120000.0,1125000.0,282872.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-10-16,1116000.0,1121000.0,1104000.0,1115000.0,302966.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-10-17,1106000.0,1115000.0,1087000.0,1089000.0,325635.0,15.1,10.0,1.4,1.0,0.0,1.0
2014-10-20,1115000.0,1117000.0,1101000.0,1106000.0,189535.0,15.1,10.0,1.4,3.0,0.0,2.0
2014-10-21,1094000.0,1100000.0,1081000.0,1083000.0,235321.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-10-22,1097000.0,1104000.0,1090000.0,1104000.0,222554.0,15.1,10.0,1.4,2.0,0.0,0.0
2014-10-23,1113000.0,1113000.0,1090000.0,1094000.0,170118.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-10-24,1103000.0,1112000.0,1092000.0,1112000.0,167569.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-10-27,1101000.0,1111000.0,1087000.0,1095000.0,167772.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-10-28,1090000.0,1100000.0,1086000.0,1091000.0,124877.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-10-29,1100000.0,1130000.0,1090000.0,1130000.0,274522.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-10-30,1129000.0,1183000.0,1115000.0,1181000.0,491339.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-10-31,1198000.0,1250000.0,1185000.0,1244000.0,772463.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-11-03,1250000.0,1252000.0,1216000.0,1235000.0,269516.0,15.1,10.0,1.4,3.0,3.0,0.0
2014-11-04,1219000.0,1242000.0,1205000.0,1217000.0,260006.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-11-05,1215000.0,1225000.0,1194000.0,1202000.0,203243.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-11-06,1198000.0,1210000.0,1193000.0,1204000.0,171403.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-11-07,1218000.0,1218000.0,1195000.0,1206000.0,120604.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-11-10,1226000.0,1269000.0,1222000.0,1268000.0,384058.0,15.1,10.0,1.4,3.0,2.0,0.0
2014-11-11,1255000.0,1261000.0,1227000.0,1231000.0,242828.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-11-12,1231000.0,1234000.0,1219000.0,1230000.0,181592.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-11-13,1228000.0,1232000.0,1199000.0,1200000.0,230943.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-11-14,1201000.0,1201000.0,1180000.0,1194000.0,212435.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-11-17,1190000.0,1220000.0,1182000.0,1205000.0,193879.0,15.1,10.0,1.4,5.0,3.0,0.0
2014-11-18,1220000.0,1227000.0,1215000.0,1220000.0,215094.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-11-19,1238000.0,1238000.0,1212000.0,1218000.0,250055.0,15.1,10.0,1.4,9.0,8.0,0.0
2014-11-20,1206000.0,1220000.0,1206000.0,1210000.0,200483.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-11-21,1219000.0,1226000.0,1217000.0,1223000.0,246727.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-11-24,1247000.0,1248000.0,1210000.0,1220000.0,205686.0,15.1,10.0,1.4,3.0,2.0,0.0
2014-11-25,1224000.0,1224000.0,1190000.0,1190000.0,356221.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-11-26,1190000.0,1211000.0,1182000.0,1201000.0,245758.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-11-27,1273000.0,1301000.0,1264000.0,1264000.0,887556.0,15.1,10.0,1.4,2.0,0.0,0.0
2014-11-28,1295000.0,1296000.0,1274000.0,1287000.0,196891.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-12-01,1294000.0,1298000.0,1287000.0,1295000.0,257337.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-12-02,1295000.0,1295000.0,1266000.0,1295000.0,184454.0,15.1,10.0,1.4,1.0,0.0,1.0
2014-12-03,1300000.0,1301000.0,1295000.0,1298000.0,194710.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-12-04,1302000.0,1303000.0,1298000.0,1300000.0,177427.0,15.1,10.0,1.4,2.0,2.0,0.0
2014-12-05,1314000.0,1314000.0,1300000.0,1302000.0,112756.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-12-08,1303000.0,1321000.0,1302000.0,1319000.0,158331.0,15.1,10.0,1.4,3.0,1.0,1.0
2014-12-09,1319000.0,1357000.0,1319000.0,1349000.0,271062.0,15.1,10.0,1.4,3.0,1.0,0.0
2014-12-10,1346000.0,1346000.0,1317000.0,1317000.0,319556.0,15.1,10.0,1.4,1.0,1.0,0.0
