,Date,Close,RateofChange,Label,Title,Category
0,2014-01-06,29100,-0.01854974704890388,-1.0,"FT ""한국 건설사, 중동서 '승자의 저주' 직면""",7.0
1,2014-01-16,36000,-0.004149377593360996,-1.0,합병·법정관리…건설업계 지각변동 가속화,3.0
2,2014-01-16,36000,-0.004149377593360996,-1.0,"수출입銀, 인도 ICICI은행과 신용공여한도 증액",3.0
3,2014-01-20,35500,0.02158273381294964,1.0,‘청약 불패’ 위례·강남… 올해도 공급 풍년,3.0
4,2014-01-20,35500,0.02158273381294964,1.0,대형공원 인근이면 아파트값도 올라,3.0
5,2014-01-20,35500,0.02158273381294964,1.0,4분기 경영실적 발표 앞둔 대형건설사들 '초긴장',6.0
6,2014-01-20,35500,0.02158273381294964,1.0,"""신규 분양 오랜만이야""…금천, 강동 '분양 가뭄에 단비'",6.0
7,2014-01-21,37100,0.04507042253521127,1.0,해외수주 기대감 만발…올 700억불 넘는다,6.0
8,2014-01-22,36650,-0.012129380053908356,-1.0,"해외건설, 70조원 이란發 대박이 온다",6.0
9,2014-01-22,36650,-0.012129380053908356,-1.0,"아파트 브랜드 가치, '래미안' 1위",6.0
10,2014-01-23,36300,-0.009549795361527967,-1.0,포스코A&C 층고3.9m 임대수요 풍부한 힘멜하임 오피스텔 마감임박,6.0
11,2014-01-27,32250,-0.03153153153153153,-1.0,"급락 GS건설, 개미 '떨어지는 칼날' 잡았나",5.0
12,2014-01-27,32250,-0.03153153153153153,-1.0,"[르포]불붙는 뉴타운 전세, 기름 부은 분담금",6.0
13,2014-01-28,32150,-0.0031007751937984496,-1.0,[팍스넷 와글와글]죄악투자로 재미 보는 사람들,5.0
14,2014-02-03,32400,-0.03714710252600297,-1.0,연휴 끝 분양시장 '본격 개장'…2월 1만1138여가구 분양,6.0
15,2014-02-04,32000,-0.012345679012345678,-1.0,강남·위례 '분양 돌풍' 몰아친다,3.0
16,2014-02-04,32000,-0.012345679012345678,-1.0,"GS건설, 1100억 채무보증 결정",5.0
17,2014-02-05,33200,0.0375,1.0,‘큰 집’ 없앤 수색뉴타운,3.0
18,2014-02-06,34550,0.04066265060240964,1.0,덩치 커진 GS건설…연간 매출규모 10조 바짝 접근,3.0
19,2014-02-06,34550,0.04066265060240964,1.0,"GS건설, 지난해 매출 9조5815억원… 전년比 3% 증가 (2보)",3.0
20,2014-02-06,34550,0.04066265060240964,1.0,"GS건설, 지난해 영업손 9373억원(1보)",3.0
21,2014-02-06,34550,0.04066265060240964,1.0,"ELS 만기 부담 종목, 저가 매수 기회<대신證>",5.0
22,2014-02-06,34550,0.04066265060240964,1.0,'4대강 입찰 담합' 김중겸·서종욱 집행유예,8.0
23,2014-02-06,34550,0.04066265060240964,1.0,檢 ‘인천도시철도 2호선 입찰담합’ 15개 건설사 수사,8.0
