,Date,Close,RateofChange,Label,Title,Category
0,2014-01-07,972000,-0.00816326530612245,-1.0,"아모레퍼시픽, 권영소 각자대표 사임",5.0
1,2014-01-08,985000,0.013374485596707819,1.0,"장 종료 후 ""이 공시 눈에 띄네""(코스피-7일)",5.0
2,2014-01-09,982000,-0.003045685279187817,-1.0,"티몬, 설 선물 구입하면 10% 적립",4.0
3,2014-01-14,979000,-0.003054989816700611,-1.0,"고가 화장품, 확 젊어졌다…이유는?",4.0
4,2014-01-16,980000,0.0030706243602865915,1.0,꽉막힌 증시…외국인·기관 동반구애株 '눈길가네',5.0
5,2014-01-17,984000,0.004081632653061225,1.0,"[강추! 설 선물]아모레퍼시픽, 피부 자극없는 독자적인 미백 신기술",4.0
6,2014-01-20,1019000,0.03556910569105691,1.0,설 선물가격…한우값 오르고 과일·수산물 싸졌다,4.0
7,2014-01-20,1019000,0.03556910569105691,1.0,"아모레퍼시픽, 메말랐던 주가에 탄력이",5.0
8,2014-01-21,1040000,0.020608439646712464,1.0,"아모레퍼시픽, 희망 2014 나눔캠페인에 5억 기탁",4.0
9,2014-01-23,1037000,-0.0019249278152069298,-1.0,"[소비자대상]아모레퍼시픽, 男피부관리 하나로 올킬",4.0
10,2014-01-24,1030000,-0.006750241080038573,-1.0,"설 명절세트 가격, 백화점·오픈마켓 최대 1.6배 차이",4.0
11,2014-02-03,1013000,0.0009881422924901185,1.0,충남테크노파크 새 바이오센터장에 장이섭씨,4.0
12,2014-02-03,1013000,0.0009881422924901185,1.0,"아모레퍼시픽, '희망가게' 1차 모집 진행",4.0
13,2014-02-04,1024000,0.01085883514313919,1.0,셀프염색族 늘더니…작년 염모제 시장 22% 성장,4.0
14,2014-02-05,1002000,-0.021484375,-1.0,"채양선 前기아차 전무, 아모레퍼시픽 부사장 내정",4.0
15,2014-02-05,1002000,-0.021484375,-1.0,"아모레퍼시픽, 상생경영 활동 강화…지원 2차 협력사로 확대",4.0
16,2014-02-06,1060000,0.05788423153692615,1.0,"아모레퍼시픽그룹, 작년 영업익 4698억…'불황 속 성장'(상보)",4.0
17,2014-02-06,1060000,0.05788423153692615,1.0,"아모레퍼시픽, 올해 매츨 3조4105억원 목표",5.0
18,2014-02-06,1060000,0.05788423153692615,1.0,"아모레퍼시픽, 4Q 영업이익 494억…전년동기比 90.7%↑",5.0
19,2014-02-07,1133000,0.06886792452830189,1.0,"[특징주]아모레G, 깜짝실적에 '신고가'",4.0
20,2014-02-10,1146000,0.01147396293027361,1.0,'실적+α' 화장품株 잘나가는 이유 있었네,4.0
21,2014-02-10,1146000,0.01147396293027361,1.0,"서경배 회장의 '려', 해외진출 속도낸다",4.0
22,2014-02-10,1146000,0.01147396293027361,1.0,[주간추천종목]대우증권,5.0
23,2014-02-12,1141000,-0.004363001745200698,-1.0,식약처 오설록 초콜릿 등 업체 5곳 초콜릿 유통 차단,7.0
24,2014-02-13,1107000,-0.029798422436459245,-1.0,"아리따움, 3일간 '빅 세일' 행사…'최대 50% 할인'",4.0
25,2014-02-13,1107000,-0.029798422436459245,-1.0,"아리따움, 올 첫 할인 행사 …'최대 50% 할인'",4.0
26,2014-02-13,1107000,-0.029798422436459245,-1.0,"아리따움, '허니 멜팅 틴트' 출시…""가격도 착하네""",4.0
27,2014-02-17,1134000,0.0035398230088495575,1.0,"아모레퍼시픽, 마이원 모바일 월렛 제휴 이벤트 진행",4.0
28,2014-02-17,1134000,0.0035398230088495575,1.0,"해외 직구족 타격받은 소비재株, 옥석 가려볼까?",5.0
29,2014-02-26,1117000,-0.007992895204262877,-1.0,"국내 화장품도 가격 인상…아모레퍼시픽, 최대 8.3%↑",4.0
30,2014-02-26,1117000,-0.007992895204262877,-1.0,"아모레퍼시픽, 화장품 부문 브랜드 가치 1위",4.0
31,2014-02-27,1136000,0.017009847806624886,1.0,수입·국내화장품 가격 3월부터 대폭 인상…최대 11%,4.0
32,2014-02-28,1174000,0.03345070422535211,1.0,"에뛰드하우스, 오늘부터 최대 50% 할인 행사",4.0
33,2014-03-03,1182000,0.0068143100511073255,1.0,윤석금의 '방판 야망'…두 아들과 '웅진 부활' 노린다,4.0
34,2014-03-04,1178000,-0.00338409475465313,-1.0,"아모레퍼시픽, 홍콩 합작사 지분 확대…종속회사로 편입",4.0
35,2014-03-05,1160000,-0.015280135823429542,-1.0,"아모레퍼시픽, 보통주 1주당 6500원 현금배당",5.0
36,2014-03-06,1184000,0.020689655172413793,1.0,"다음, 마이원 모바일 월렛 100% 당첨 제휴 이벤트",4.0
37,2014-03-10,1222000,-0.019261637239165328,-1.0,"아모레퍼시픽, 서경배 대표이사 단독 체제로 변경",5.0
38,2014-03-10,1222000,-0.019261637239165328,-1.0,'별에서 온 그대' 김수현 테마株 다 올랐다,5.0
39,2014-03-11,1222000,0.0,-1.0,"씨티 “아모레퍼시픽 호재 반영됐다,중립 하향”",5.0
40,2014-03-11,1222000,0.0,-1.0,"모건스탠리 “韓 증시, 숏커버링 기회 공략하라”",5.0
41,2014-03-17,1192000,0.024054982817869417,1.0,고소영의 변천사가 궁금해? 변한 건 헤어스타일 뿐~!,11.0
42,2014-03-18,1212000,0.016778523489932886,1.0,골드만 “亞 설비규제로 마진개선..SK이노베이션 등 추천”,5.0
43,2014-03-18,1212000,0.016778523489932886,1.0,"국민연금, KCCㆍCJ 사외이사 선임 반대 '공허한 메아리'되나",5.0
44,2014-03-18,1212000,0.016778523489932886,1.0,"[특징주]아모레퍼시픽, 中 실적 성장 기대감…↑",5.0
45,2014-03-18,1212000,0.016778523489932886,1.0,모건스탠리 “아모레퍼시픽 매수↑..목표가 142만원↑”,5.0
46,2014-03-18,1212000,0.016778523489932886,1.0,"아모레퍼시픽, 中 실적 질적 성장…목표가 ↑",5.0
47,2014-03-20,1186000,-0.0016835016835016834,-1.0,"“LG생건 비중확대, 아모레 대비 할인폭 과다”-바클레이즈",5.0
48,2014-03-21,1204000,0.01517706576728499,1.0,"[600개 기업 주총]아모레퍼시픽그룹, 백정기 부회장 사내이사로 신규 선임",4.0
49,2014-03-21,1204000,0.01517706576728499,1.0,"아모레퍼시픽, 안팎에서 높은 성장성 기대..목표가 ↑",5.0
50,2014-03-24,1235000,0.02574750830564784,1.0,"아모레퍼시픽, '2014 서울, 꽃으로 피다' 전시 참여",4.0
51,2014-03-25,1256000,0.01700404858299595,1.0,"아이오페, 'UV 쉴드' 선 라인 2종",4.0
52,2014-03-27,1271000,0.029149797570850202,1.0,도이치“아모레퍼시픽 목표가 1백40만원으로 상향”,5.0
53,2014-03-31,1260000,-0.004739336492890996,-1.0,"[CEO연봉공개]서경배 아모레퍼시픽 회장, 작년 보수 19억",4.0
54,2014-03-31,1260000,-0.004739336492890996,-1.0,'자기'와 함께 쓰는 화장품…남녀 화장품 경계 사라졌다,4.0
55,2014-03-31,1260000,-0.004739336492890996,-1.0,"아모레퍼시픽그룹, 화장품 판매·제조업체 종속회사 편입",5.0
56,2014-04-03,1272000,-0.00857365549493375,-1.0,"아모레퍼시픽, 수익성 회복 국면 진입..목표가 ↑",5.0
57,2014-04-07,1284000,0.01904761904761905,1.0,"아모레퍼시픽, '제 10회 마케팅 공모전' 실시",4.0
58,2014-04-07,1284000,0.01904761904761905,1.0,천송이 화장품 사러온 '성뉘',5.0
59,2014-04-07,1284000,0.01904761904761905,1.0,"다이와 “아모레, 상승세 가팔라 보유로 하향”",5.0
60,2014-04-08,1271000,-0.010124610591900311,-1.0,"아모레퍼시픽, 中 실적 개선…목표가↑",5.0
61,2014-04-09,1275000,0.003147128245476003,1.0,"모건스탠리“亞 선호주,NAVER 차익실현-아모레 편입”",5.0
62,2014-04-10,1335000,0.047058823529411764,1.0,"아모레퍼시픽, '제15회 아모레 카운셀러 대회' 개최",4.0
63,2014-04-10,1335000,0.047058823529411764,1.0,노무라“아모레 중립 하향 vs 한샘 선호”,5.0
64,2014-04-15,1347000,0.02745995423340961,1.0,"""아모레G, 아모레퍼시픽에 힘입어 실적 향상할 것""",5.0
65,2014-04-22,1248000,0.010526315789473684,1.0,"재계, 조심스러운 '세월호 돕기'",4.0
66,2014-04-22,1248000,0.010526315789473684,1.0,"특허청, 기업과 손잡고 ‘청소년발명가’ 키운다",4.0
67,2014-04-28,1266000,0.011182108626198083,1.0,"춘래불사춘, 주식시장에 '봄날' 오려면",5.0
68,2014-04-28,1266000,0.011182108626198083,1.0,한중일 연휴에 주목해야할 종목은 'E·B·S',5.0
69,2014-04-28,1266000,0.011182108626198083,1.0,"대전 대화동 아모레퍼시픽 물류창고 화재, 원인 인명피해 확인중",8.0
70,2014-04-29,1280000,0.011058451816745656,1.0,"아모레, 화장품 잘팔려 '구매량 제한' 생활용품은 '울상'",4.0
71,2014-04-29,1280000,0.011058451816745656,1.0,"""해외 주식투자 직구족 늘어날 것""<삼성證>",5.0
72,2014-04-29,1280000,0.011058451816745656,1.0,"1년만에 20억 오른 이건희 회장 집, '149억' 전국 1위",6.0
73,2014-04-29,1280000,0.011058451816745656,1.0,"아모레퍼시픽 화재, 대전 대화동서 큰불…인명피해는?",8.0
74,2014-04-30,1335000,0.04296875,1.0,"[아시아톱브랜드]리리코스, 콜라겐 듬뿍 든 고농축 앰플",4.0
75,2014-04-30,1335000,0.04296875,1.0,"메리츠화재, 1Q 순이익 부진…목표가↓<한국투자證>",5.0
76,2014-05-07,1296000,-0.03283582089552239,-1.0,"토니모리, 오세한 신임 사장 선임",4.0
77,2014-05-07,1296000,-0.03283582089552239,-1.0,신고가 종목으로 본 글로벌 증시 트렌드는?,5.0
78,2014-05-09,1410000,0.1093627065302911,1.0,"'화장품 호조' 아모레퍼시픽그룹, 1분기 실적 날았다(상보)",4.0
79,2014-05-09,1410000,0.1093627065302911,1.0,"[마켓포커스]아모레퍼시픽, 실적호조에 10%대 급등",5.0
80,2014-05-09,1410000,0.1093627065302911,1.0,"(고침)아모레퍼시픽, 1Q 실적 호조로 '급등'",5.0
81,2014-05-09,1410000,0.1093627065302911,1.0,"[특징주]아모레퍼시픽, 1Q 호실적…52주 신고가",5.0
82,2014-05-09,1410000,0.1093627065302911,1.0,"[특징주]아모레퍼시픽, 1Q 실적 호조로 '급등'",5.0
83,2014-05-09,1410000,0.1093627065302911,1.0,"아모레퍼시픽그룹, 1Q 영업익 2139억…전년比 23.1%↑",5.0
84,2014-05-09,1410000,0.1093627065302911,1.0,용산구 한강로동 복합청사 이전,8.0
85,2014-05-12,1437000,0.019148936170212766,1.0,"실적도 곱다, 국산 색조화장품 약진",4.0
86,2014-05-12,1437000,0.019148936170212766,1.0,"아모레퍼시픽, 1Q 어닝 서프라이즈 달성…목표가↑",5.0
87,2014-05-12,1437000,0.019148936170212766,1.0,"아모레퍼시픽, 성장성 높아..중립→매수",5.0
88,2014-05-12,1437000,0.019148936170212766,1.0,"완도해조류박람회, 해조류 가치 알리기에 성공했다",8.0
89,2014-05-13,1459000,0.015309672929714684,1.0,"[특징주]아모레퍼시픽, '깜짝실적'에 사흘째 ↑",5.0
90,2014-05-14,1499000,0.027416038382453736,1.0,"미샤, 1분기도 실적 부진…이니스프리에 2위 내줘(상보)",4.0
91,2014-05-14,1499000,0.027416038382453736,1.0,"[특징주]아모레퍼시픽, 성장 기대감 타고 나흘째 ↑",5.0
92,2014-05-15,1456000,-0.028685790527018012,-1.0,"서경배 아모레 회장, 분기 보수 20억원",4.0
93,2014-05-16,1450000,-0.004120879120879121,-1.0,"기념일 많은 5월, 사회분위기에 선물시장도 '양극화'",4.0
94,2014-05-16,1450000,-0.004120879120879121,-1.0,"[여름, 쿨~상품]600억개 바이오 효소가 피부 노화 개선",4.0
95,2014-05-16,1450000,-0.004120879120879121,-1.0,삼성증권의 조용한 '내실 챙기기',5.0
96,2014-05-21,1436000,-0.011019283746556474,-1.0,"박수경 前아모레 상무, 듀오정보 대표이사 취임",4.0
97,2014-05-22,1459000,0.016016713091922007,1.0,[아경 히트상품]신민아·이요원 등 여배우가 사랑한 컬러,4.0
98,2014-05-26,1480000,0.01439342015078821,1.0,삼성 덕분에 정몽진 KCC회장 1조원 대박,4.0
99,2014-05-27,1473000,-0.00472972972972973,-1.0,아리따움 성장 심상찮다…원브랜드숍 제칠까,4.0
100,2014-05-27,1473000,-0.00472972972972973,-1.0,"화장품株, 높은 중장기 성장성…'비중확대'<현대證>",5.0
101,2014-05-28,1501000,0.019008825526137134,1.0,작년 화장품 수출 20.3% 증가…무역흑자 3배↑,4.0
102,2014-05-30,1449000,-0.017627118644067796,-1.0,"GS리테일, POP카드 신규회원 유치 이벤트",4.0
103,2014-06-03,1470000,0.012396694214876033,1.0,"아모레G, 화장품 해외 실적 기대 이상..목표가↑<삼성證>",5.0
104,2014-06-09,1450000,0.0,-1.0,화색 돋는 화장품株 하반기 대장주 바뀔까,5.0
105,2014-06-09,1450000,0.0,-1.0,"화장품株, 역발상으로 보면 LG생활건강이 더 좋다<우리투자證>",5.0
106,2014-06-11,1450000,0.01969057665260197,1.0,"유통家, 동반위 평가에 불만..""형평성 어긋나는 기준""",4.0
107,2014-06-11,1450000,0.01969057665260197,1.0,삼성전자·현대차·코웨이 등 14개 대기업 동반성장지수 '최우수',4.0
108,2014-06-12,1460000,0.006896551724137931,1.0,"아모레퍼시픽, 면세점·中 고성장…목표가↑",5.0
109,2014-06-12,1460000,0.006896551724137931,1.0,"㈜아모레퍼시픽, 광주 사회복지시설에 생필품지원",8.0
110,2014-06-17,1461000,0.006198347107438017,1.0,"중국 통상 담당 공무원 ""한국을 배우러 왔습니다""",4.0
111,2014-06-17,1461000,0.006198347107438017,1.0,"아모레퍼시픽, 기업가치 상승 국면…목표주가↑",5.0
112,2014-06-18,1485000,0.01642710472279261,1.0,양극화 증시…달리는 말에 올라타야 '제 맛',5.0
113,2014-06-18,1485000,0.01642710472279261,1.0,"화장품株, 상해는 여전히 기회의 땅<동부證>",5.0
114,2014-06-20,1551000,0.034,1.0,"이니스프리, 이틀 간 멤버십데이…최대 30% 할인",4.0
115,2014-06-20,1551000,0.034,1.0,"약해지는 우선주 강세 기조, 이런 종목은 더 간다",5.0
116,2014-06-20,1551000,0.034,1.0,"코스온, 中 성장성 가장 높은 ODM업체<우리투자證>",5.0
117,2014-06-23,1506000,-0.029013539651837523,-1.0,"삼성, 폰·반도체·스마트미디어 특허출원 '세계 1위'",4.0
118,2014-06-23,1506000,-0.029013539651837523,-1.0,시진핑 중국 주석의 방한이 증시에 영향을 줄 것인가?,5.0
119,2014-06-23,1506000,-0.029013539651837523,-1.0,"韓 기업, 9개 업종서 글로벌 '톱 10' 차지",5.0
120,2014-06-25,1511000,-0.0059210526315789476,-1.0,대기업 사외이사 10명 중 4명은 '관피아',5.0
121,2014-06-25,1511000,-0.0059210526315789476,-1.0,용산구 한강로동 복합청사 입주,8.0
122,2014-06-26,1517000,0.003970880211780278,1.0,"아모레퍼시픽, 청계천서 '게릴라 가드닝' 실시",4.0
123,2014-06-26,1517000,0.003970880211780278,1.0,제주공항 면세점 '갤러리아 듀티프리' 28일 정식 개장,4.0
