,Date,Close,RateofChange,Label,Unnamed: 0.1,Title,Category
0,2014-01-02,1309000,0.0,-1.0,2816,"[신년사]권오현 삼성전자 부회장 ""미래성장동력에서 성과 내라""",4
1,2014-01-02,1309000,0.0,-1.0,2817,"삼성그룹, 2014 키워드는 '한계돌파'",4
2,2014-01-02,1309000,0.0,-1.0,4270,"""환율·실적·中 우려"" 새해 첫날 코스피 2% 급락…1960선 '털썩'",5
3,2014-01-02,1309000,0.0,-1.0,2819,"[아시아블로그]新성장동력, 기업 끌고 정부 밀어야",4
4,2014-01-02,1309000,0.0,-1.0,2820,"이건희 회장 ""힘을 합쳐 어려운 시기 극복해야""",4
5,2014-01-02,1309000,0.0,-1.0,2821,몬스터폰 '갤럭시S5'로 미리 본 새해 스마트폰 화두는?,4
6,2014-01-02,1309000,0.0,-1.0,2822,"전자업계 ""기다렸다 올림픽, 월드컵""",4
7,2014-01-02,1309000,0.0,-1.0,2823,"이건희 회장 갑오년 경영화두 ""다시 한번 바꿔야""",4
8,2014-01-02,1309000,0.0,-1.0,2824,"삼성전자, 신학기 맞아 '2014 삼성전자 S 아카데미' 개최",4
9,2014-01-02,1309000,0.0,-1.0,2825,"[신년사]이건희 회장 ""품격과 가치의 시대, 다시 한번 모든 것 바꿔야""",4
10,2014-01-02,1309000,0.0,-1.0,2826,"삼성전자, 무선 홈엔터테인먼트 시대 연다",4
11,2014-01-02,1309000,0.0,-1.0,2827,"삼성전자, '갤노트 3 로즈 골드' 출시…""소치서 골드 행진 응원""",4
12,2014-01-02,1309000,0.0,-1.0,2828,새해 첫날부터 보조금 '80만원'…방통위 약발 안먹히네~,4
13,2014-01-02,1309000,0.0,-1.0,2829,"""아이폰 사용자 가장 똑똑…블랙베리 사용자는 재치 꼴찌""",4
14,2014-01-02,1309000,0.0,-1.0,2818,"이건희 회장 해외 경영구상 해답  ""다시 바꿔라""",4
15,2014-01-02,1309000,0.0,-1.0,2830,"삼성전자, CES서 '스마트컨트롤' 리모컨 선보인다",4
16,2014-01-03,1296000,-0.009931245225362872,-1.0,4265,"""엔低 공습"" 피난처는…""電·機·車 대신 金·食·通""",5
17,2014-01-03,1296000,-0.009931245225362872,-1.0,4267,"""연초, 환율·실적 안개""…코스피 1950선으로 '미끌'",5
18,2014-01-03,1296000,-0.009931245225362872,-1.0,4266,"노무라 ""코스피 올해 2350까지 오를 것, 엔저 영향은 제한적""",5
19,2014-01-03,1296000,-0.009931245225362872,-1.0,4264,"코스피 1.2% 약세, 1940선 등락…삼성電 128.9만",5
20,2014-01-03,1296000,-0.009931245225362872,-1.0,4263,"""환율에 실적에…"" 걱정 많은 코스피 '1% 약세'. 1940선",5
21,2014-01-03,1296000,-0.009931245225362872,-1.0,4268,"[특징주]삼성전자, 6일째 하락…130만원선 붕괴",5
22,2014-01-03,1296000,-0.009931245225362872,-1.0,2812,가격하락·中 수요 확대…UHD TV 시장에 온기 돈다,4
23,2014-01-03,1296000,-0.009931245225362872,-1.0,4269,"[굿모닝증시]청마(靑馬)의 해, 첫 날 급락의 의미",5
24,2014-01-03,1296000,-0.009931245225362872,-1.0,55,"[창조경제 설문조사]국민 둘 중 하나 ""모르겠소""",2
25,2014-01-03,1296000,-0.009931245225362872,-1.0,2805,"국내 폰시장, 지난해 2000만대 '턱걸이'…6년래 최저",4
26,2014-01-03,1296000,-0.009931245225362872,-1.0,2806,"엔저 쇼크에 기업들 ""제발 1100원만""",4
27,2014-01-03,1296000,-0.009931245225362872,-1.0,2808,"OLED TV 시장, 언제 크나…2017년에도 1.6%에 불과",4
28,2014-01-03,1296000,-0.009931245225362872,-1.0,2809,"이건희 회장 ""한계돌파""…삼성 계열사, 인재찾기 분주",4
29,2014-01-03,1296000,-0.009931245225362872,-1.0,2810,짧은 신년사는 비명처럼 절박했다,4
30,2014-01-03,1296000,-0.009931245225362872,-1.0,2811,"삼성판 전자지갑 '삼성월렛', 지난달 거래액 10억원",4
31,2014-01-03,1296000,-0.009931245225362872,-1.0,2813,"삼성전자, CES서 '갤럭시 카메라 2' 내놓는다",4
32,2014-01-03,1296000,-0.009931245225362872,-1.0,2814,"삼성전자, 접는 태블릿 내놓나…특허 등록",4
33,2014-01-03,1296000,-0.009931245225362872,-1.0,2815,TV제조사로 변신한 '폴라로이드',4
34,2014-01-06,1307000,0.008487654320987654,1.0,4244,"""中 우려"" 코스피 하락전환…1940선",5
35,2014-01-06,1307000,0.008487654320987654,1.0,4246,"올해 서울반도체, LED로 빛난다",5
36,2014-01-06,1307000,0.008487654320987654,1.0,4247,"한화투자證, 월지급식 ELS 등 4종 판매",5
37,2014-01-06,1307000,0.008487654320987654,1.0,4245,하향 리포트 즐비한 요즘 증권사 러브콜株 눈길가네,5
38,2014-01-06,1307000,0.008487654320987654,1.0,4337,'공공부문 주택용지' 판매 확 늘어난 이유는?,6
39,2014-01-06,1307000,0.008487654320987654,1.0,4243,"삼성전자, 발표날의 반등효과?",5
40,2014-01-06,1307000,0.008487654320987654,1.0,4249,"[특징주]삼성SDI, 기관 매도+실적부진 전망에 하락세",5
41,2014-01-06,1307000,0.008487654320987654,1.0,4241,"세보엠이씨, 삼성엔지니어링과 211억 폐수배관공사 계약",5
42,2014-01-06,1307000,0.008487654320987654,1.0,4240,"코스피, '새해 급락' 딛고 반등…1950선 회복",5
43,2014-01-06,1307000,0.008487654320987654,1.0,4248,"[특징주]삼성전자, 4분기 잠정실적 발표 앞두고 7일만에 '반등'",5
44,2014-01-06,1307000,0.008487654320987654,1.0,2797,"삼성, 게릴라 '미니 연구소' 확 늘린다",4
45,2014-01-06,1307000,0.008487654320987654,1.0,4250,"코스피 소폭 상승, 1950 회복 시도…삼성電 반등",5
46,2014-01-06,1307000,0.008487654320987654,1.0,4242,"코스피, 외국인 '사자' 전환에 1950선 회복",5
47,2014-01-06,1307000,0.008487654320987654,1.0,2799,[포토]지금 라스베이거스는 광고 전쟁 中,4
